customer_id,age,income_band,loyalty_tier,city,customer_value_factor,frequency,total_units,monetary,average_order_value,average_discount,cluster,segment
C0246,21,High,Silver,Kozhikode,1.35,71,205,3529935.28,49717.39830985915,0.014929577464788733,1,Low Value
C0247,53,Low,Gold,Kozhikode,0.9775,70,247,4994165.37,71345.21957142858,0.0345,2,High Value
C0248,37,Medium,Silver,Kochi,1.0,73,272,4704373.25,64443.46917808219,0.017794520547945204,3,Regular
C0249,54,Medium,Silver,Kannur,1.0,77,271,3793132.61,49261.46246753247,0.006961038961038961,3,Regular
C0250,19,Low,Bronze,Kozhikode,0.765,63,213,3398275.99,53940.88873015873,0.029634920634920636,1,Low Value
C0251,26,Medium,Gold,Malappuram,1.15,69,254,4107002.44,59521.774492753626,0.014115942028985506,3,Regular
C0252,41,High,Silver,Kozhikode,1.35,81,276,5253715.99,64860.6912345679,0.011555555555555555,0,VIP
C0253,26,Medium,Gold,Kannur,1.15,69,226,3841860.12,55679.13217391304,0.019028985507246375,1,Low Value
C0254,33,Low,Platinum,Kozhikode,1.105,79,273,4328141.29,54786.59860759494,0.008455696202531645,3,Regular
C0255,49,High,Bronze,Kozhikode,1.215,58,192,3465304.21,59746.62431034483,0.010362068965517241,1,Low Value
C0256,24,Medium,Bronze,Kozhikode,0.9,70,263,4424597.47,63208.53528571428,0.024057142857142857,2,High Value
C0257,49,High,Bronze,Kozhikode,1.215,81,291,5559909.65,68640.85987654321,0.016358024691358025,0,VIP
C0258,22,Medium,Silver,Kochi,1.0,63,247,3002023.14,47651.16095238095,0.02457142857142857,1,Low Value
C0259,26,Medium,Platinum,Thrissur,1.3,71,248,4498338.45,63356.87957746479,0.013478873239436619,2,High Value
C0260,45,Medium,Bronze,Kochi,0.9,68,242,5165989.88,75970.4394117647,0.013823529411764705,2,High Value
C0261,55,Medium,Gold,Kozhikode,1.15,83,296,4773598.89,57513.239638554216,0.009927710843373494,3,Regular
C0262,26,High,Silver,Kozhikode,1.35,76,281,4246841.54,55879.49394736842,0.024868421052631578,3,Regular
C0263,32,Low,Bronze,Kozhikode,0.765,83,273,5698625.6899999995,68658.14084337349,0.018265060240963856,0,VIP
C0264,61,Low,Bronze,Thrissur,0.765,74,239,4698271.93,63490.16121621621,0.012945945945945945,2,High Value
C0265,64,Medium,Silver,Malappuram,1.0,84,302,4609905.25,54879.82440476191,0.008047619047619047,3,Regular
C0266,45,Medium,Silver,Kannur,1.0,68,263,5373967.43,79028.93279411765,0.016102941176470587,2,High Value
C0267,39,High,Silver,Kozhikode,1.35,72,241,4068887.45,56512.325694444444,0.02626388888888889,1,Low Value
C0268,34,High,Bronze,Kannur,1.215,68,250,3834121.98,56384.14676470588,0.020544117647058824,1,Low Value
C0269,46,Medium,Gold,Kochi,1.15,83,327,6011540.13,72428.1943373494,0.023409638554216867,0,VIP
C0270,45,Medium,Bronze,Malappuram,0.9,53,189,4114842.01,77638.52849056604,0.005207547169811321,2,High Value
C0271,31,Low,Platinum,Thrissur,1.105,66,231,3543723.69,53692.78318181818,0.009166666666666667,1,Low Value
C0272,19,Medium,Bronze,Malappuram,0.9,74,220,5077229.7,68611.21216216216,0.019256756756756758,2,High Value
C0273,25,High,Bronze,Kannur,1.215,66,232,3643032.06,55197.45545454545,0.014303030303030302,1,Low Value
C0274,63,Medium,Silver,Kozhikode,1.0,91,310,5343241.55,58716.94010989011,0.00832967032967033,0,VIP
C0275,37,Medium,Silver,Kochi,1.0,65,215,4502136.55,69263.63923076923,0.007200000000000001,2,High Value
C0276,40,Medium,Silver,Thrissur,1.0,73,265,3872494.86,53047.87479452055,0.013671232876712328,3,Regular
C0277,39,High,Silver,Kochi,1.35,78,246,5831252.89,74759.65243589743,0.01041025641025641,0,VIP
C0278,54,Medium,Platinum,Thrissur,1.3,73,264,4625711.8,63365.915068493145,0.020232876712328766,3,Regular
C0279,21,Low,Silver,Thrissur,0.85,59,207,2915874.06,49421.59423728814,0.014864406779661016,1,Low Value
C0280,21,Medium,Silver,Kannur,1.0,57,181,3310819.54,58084.55333333334,0.015385964912280703,1,Low Value
C0281,30,Low,Silver,Malappuram,0.85,62,232,3599354.58,58054.10612903226,0.01529032258064516,1,Low Value
C0282,40,Low,Bronze,Kannur,0.765,77,269,5260174.57,68313.95545454546,0.013441558441558444,0,VIP
C0283,49,Low,Silver,Kochi,0.85,72,270,5222373.03,72532.95875,0.012513888888888889,0,VIP
C0284,41,Medium,Bronze,Malappuram,0.9,69,234,4071201.09,59002.91434782608,0.009420289855072463,1,Low Value
C0285,38,Medium,Silver,Kochi,1.0,75,294,5087129.59,67828.39453333332,0.01676,0,VIP
C0286,62,Medium,Bronze,Thrissur,0.9,80,266,5852919.57,73161.494625,0.0164,0,VIP
C0287,25,Medium,Platinum,Thrissur,1.3,79,238,4453819.44,56377.46126582279,0.018898734177215187,3,Regular
C0288,44,High,Silver,Kannur,1.35,75,273,4250227.32,56669.69760000001,0.016839999999999997,3,Regular
C0289,43,Medium,Gold,Thrissur,1.15,57,218,4062759.43,71276.48122807017,0.025105263157894738,2,High Value
C0290,40,Medium,Silver,Kozhikode,1.0,66,239,4714893.59,71437.78166666666,0.022166666666666668,2,High Value
C0291,55,Medium,Bronze,Kochi,0.9,58,245,3653489.88,62991.2048275862,0.024982758620689657,1,Low Value
C0292,30,High,Gold,Kannur,1.5525,74,245,3904826.66,52767.92783783784,0.02808108108108108,1,Low Value
C0293,62,Low,Silver,Malappuram,0.85,85,328,4902384.55,57675.11235294117,0.01987058823529412,0,VIP
C0294,33,Medium,Gold,Kochi,1.15,80,281,4553667.96,56920.8495,0.0257875,3,Regular
C0295,43,High,Silver,Kannur,1.35,77,264,5180756.52,67282.5522077922,0.015103896103896104,0,VIP
C0296,42,Medium,Silver,Kannur,1.0,67,221,3053197.63,45570.11388059701,0.01,1,Low Value
C0297,57,Medium,Gold,Malappuram,1.15,58,219,4090599.99,70527.58603448277,0.027068965517241382,2,High Value
C0298,38,Medium,Silver,Thrissur,1.0,58,208,3186036.2,54931.65862068966,0.014413793103448277,1,Low Value
C0299,31,Medium,Bronze,Kochi,0.9,70,228,4030269.12,57575.27314285714,0.014642857142857141,1,Low Value
C0300,19,Medium,Silver,Kochi,1.0,69,242,5321447.06,77122.42115942028,0.02620289855072464,2,High Value
C0301,35,Low,Silver,Kozhikode,0.85,76,259,3899172.76,51304.9047368421,0.01886842105263158,3,Regular
C0302,56,Medium,Platinum,Thrissur,1.3,69,273,4105095.45,59494.13695652174,0.01044927536231884,3,Regular
C0303,18,Low,Bronze,Kochi,0.765,69,245,3876090.31,56175.22188405797,0.015318840579710145,1,Low Value
C0304,60,High,Silver,Kochi,1.35,78,286,4801853.75,61562.22756410256,0.024384615384615387,3,Regular
C0305,43,Medium,Gold,Thrissur,1.15,73,250,3784105.5,51837.061643835616,0.017904109589041095,3,Regular
C0306,24,Medium,Silver,Thrissur,1.0,69,262,5301518.63,76833.60333333333,0.021753623188405794,2,High Value
C0307,32,Medium,Gold,Thrissur,1.15,65,196,4137556.27,63654.71184615385,0.021553846153846153,1,Low Value
C0308,44,Medium,Silver,Thrissur,1.0,58,213,3926009.0,67689.81034482758,0.015362068965517242,2,High Value
C0309,32,Medium,Bronze,Kannur,0.9,81,288,5354962.04,66110.6424691358,0.01714814814814815,0,VIP
C0310,23,Medium,Gold,Thrissur,1.15,79,266,4157934.7,52632.08481012659,0.008556962025316457,3,Regular
C0311,49,High,Bronze,Malappuram,1.215,68,272,4426775.74,65099.64323529412,0.014147058823529412,2,High Value
C0312,49,Medium,Bronze,Kannur,0.9,67,238,3868219.23,57734.61537313433,0.019522388059701492,1,Low Value
C0313,23,High,Silver,Kozhikode,1.35,71,240,5041912.86,71012.85718309859,0.01728169014084507,2,High Value
C0314,31,High,Gold,Kochi,1.5525,67,223,3762935.69,56163.219253731346,0.02283582089552239,1,Low Value
C0315,29,Medium,Gold,Thrissur,1.15,83,306,5316032.61,64048.58566265061,0.017397590361445784,0,VIP
C0316,48,Low,Bronze,Kozhikode,0.765,71,265,4836010.83,68112.8285915493,0.032901408450704224,2,High Value
C0317,52,Medium,Bronze,Kannur,0.9,73,246,4146602.61,56802.77547945205,0.00863013698630137,3,Regular
C0318,52,Low,Platinum,Malappuram,1.105,77,270,4921597.55,63916.851298701295,0.02664935064935065,0,VIP
C0319,62,Medium,Bronze,Kannur,0.9,75,286,4048170.69,53975.6092,0.013133333333333334,3,Regular
C0320,54,High,Bronze,Kochi,1.215,67,270,4120323.82,61497.37044776119,0.017402985074626863,3,Regular
C0321,33,Medium,Bronze,Thrissur,0.9,69,244,4539185.66,65785.29942028986,0.005376811594202898,2,High Value
C0322,23,Medium,Silver,Malappuram,1.0,67,245,4590909.07,68521.03089552239,0.015522388059701494,2,High Value
C0323,46,Low,Gold,Malappuram,0.9775,60,224,4395870.93,73264.5155,0.01865,2,High Value
C0324,61,High,Gold,Kozhikode,1.5525,62,204,3767336.37,60763.48983870968,0.016709677419354838,1,Low Value
C0325,63,Low,Gold,Kannur,0.9775,96,340,6373267.46,66388.20270833334,0.012687499999999999,0,VIP
C0326,28,Low,Bronze,Kozhikode,0.765,67,249,3648825.9,54460.08805970149,0.023910447761194033,1,Low Value
C0327,29,Low,Bronze,Kannur,0.765,76,287,3828597.39,50376.28144736842,0.0022894736842105265,3,Regular
C0328,19,Low,Silver,Malappuram,0.85,76,258,3814890.12,50195.92263157895,0.009644736842105265,3,Regular
C0329,24,Medium,Bronze,Kochi,0.9,66,232,3794015.83,57485.08833333333,0.02587878787878788,1,Low Value
C0330,44,Medium,Bronze,Kannur,0.9,69,270,4794017.08,69478.5084057971,0.024594202898550726,2,High Value
C0331,43,Medium,Bronze,Kochi,0.9,75,289,5290061.44,70534.15253333334,0.014306666666666665,0,VIP
C0332,35,Low,Bronze,Kozhikode,0.765,64,211,3956923.06,61826.9228125,0.01940625,1,Low Value
C0333,32,Low,Silver,Kannur,0.85,68,250,4023236.62,59165.24441176471,0.02422058823529412,1,Low Value
C0334,57,Medium,Gold,Kannur,1.15,67,260,2789973.14,41641.39014925373,0.03408955223880597,1,Low Value
C0335,39,Low,Bronze,Kannur,0.765,74,275,4693204.65,63421.684459459466,0.02785135135135135,3,Regular
C0336,55,Medium,Silver,Malappuram,1.0,85,296,5213501.17,61335.30788235294,0.014176470588235296,0,VIP
C0337,63,Low,Gold,Thrissur,0.9775,69,260,4623430.59,67006.24043478261,0.017275362318840578,2,High Value
C0338,32,Medium,Gold,Kozhikode,1.15,66,263,4411272.12,66837.45636363636,0.015575757575757576,2,High Value
C0339,27,Medium,Gold,Thrissur,1.15,78,284,4048337.15,51901.75833333333,0.013641025641025642,3,Regular
C0340,62,Medium,Silver,Malappuram,1.0,77,263,4431473.03,57551.597792207795,0.019909090909090908,3,Regular
C0341,47,Low,Gold,Kochi,0.9775,81,299,5332189.95,65829.50555555556,0.022864197530864196,0,VIP
C0342,31,Low,Bronze,Malappuram,0.765,64,212,4445259.2,69457.175,0.01765625,2,High Value
C0343,47,High,Bronze,Malappuram,1.215,73,248,5773967.05,79095.43904109589,0.009767123287671233,0,VIP
C0344,42,Low,Bronze,Kozhikode,0.765,63,213,4622837.38,73378.3711111111,0.010857142857142859,2,High Value
C0345,60,Medium,Silver,Kozhikode,1.0,68,209,4387378.03,64520.265147058824,0.029470588235294116,2,High Value
C0346,30,Medium,Bronze,Malappuram,0.9,80,280,5715635.86,71445.44825,0.0208875,0,VIP
C0347,64,Medium,Bronze,Kochi,0.9,70,252,3736835.44,53383.36342857143,0.017885714285714286,1,Low Value
C0348,61,Medium,Gold,Kochi,1.15,64,226,4147212.04,64800.188125,0.010359375,2,High Value
C0349,26,Medium,Bronze,Thrissur,0.9,71,273,5323887.68,74984.33352112675,0.015802816901408452,0,VIP
C0350,25,High,Bronze,Kozhikode,1.215,70,232,5929605.96,84708.65657142857,0.007214285714285715,2,High Value
C0351,43,Medium,Bronze,Thrissur,0.9,77,257,5457154.27,70872.13337662337,0.009818181818181818,0,VIP
C0352,20,Medium,Silver,Malappuram,1.0,70,245,4497086.04,64244.086285714286,0.013114285714285715,2,High Value
C0353,32,Low,Bronze,Malappuram,0.765,67,234,4587425.38,68469.03552238806,0.018940298507462688,2,High Value
C0354,38,Medium,Bronze,Malappuram,0.9,78,293,5409480.42,69352.31307692308,0.007205128205128206,0,VIP
C0355,63,Medium,Bronze,Malappuram,0.9,74,233,3993950.56,53972.30486486487,0.01645945945945946,3,Regular
C0356,64,Low,Gold,Kannur,0.9775,76,291,3795730.04,49943.816315789474,0.009723684210526315,3,Regular
C0357,25,Medium,Platinum,Kannur,1.3,74,220,5087655.11,68752.09608108108,0.011324324324324325,2,High Value
C0358,59,High,Silver,Kozhikode,1.35,74,242,4645952.57,62783.14283783784,0.02085135135135135,2,High Value
C0359,22,Low,Silver,Thrissur,0.85,87,295,4570134.39,52530.28034482758,0.02550574712643678,3,Regular
C0360,53,Medium,Gold,Kannur,1.15,65,212,3669487.06,56453.64707692308,0.019323076923076922,1,Low Value
C0361,57,Medium,Platinum,Kochi,1.3,75,289,5728892.27,76385.23026666667,0.02001333333333333,0,VIP
C0362,59,Low,Silver,Thrissur,0.85,75,259,5501876.43,73358.35239999999,0.017573333333333333,0,VIP
C0363,28,Low,Gold,Malappuram,0.9775,70,256,3514242.6,50203.46571428572,0.021957142857142856,1,Low Value
C0364,59,Low,Gold,Kannur,0.9775,82,286,4767815.85,58144.09573170731,0.017207317073170733,3,Regular
C0365,23,High,Gold,Malappuram,1.5525,72,243,5120502.49,71118.09013888889,0.013541666666666667,2,High Value
C0366,42,Low,Silver,Kannur,0.85,66,225,3642807.96,55194.06,0.02834848484848485,1,Low Value
C0367,40,Low,Bronze,Kochi,0.765,71,266,3917172.57,55171.44464788732,0.012507042253521127,3,Regular
C0368,32,Low,Bronze,Kochi,0.765,73,260,4692216.62,64276.94,0.00836986301369863,3,Regular
C0369,19,Low,Silver,Kannur,0.85,76,270,4408314.46,58004.137631578946,0.01775,3,Regular
C0370,54,Medium,Silver,Malappuram,1.0,68,244,3912849.91,57541.91044117647,0.02986764705882353,1,Low Value
C0371,33,Low,Silver,Malappuram,0.85,54,207,3265915.34,60479.9137037037,0.019944444444444445,1,Low Value
C0372,49,Medium,Silver,Kochi,1.0,55,183,3029669.53,55084.90054545454,0.018709090909090908,1,Low Value
C0373,37,Medium,Silver,Kozhikode,1.0,65,250,3791010.38,58323.236615384616,0.021476923076923074,1,Low Value
C0374,35,High,Gold,Kannur,1.5525,85,278,4575539.76,53829.87952941176,0.012,3,Regular
C0375,59,Low,Bronze,Kozhikode,0.765,69,220,4475618.14,64864.03101449275,0.025173913043478262,2,High Value
C0376,22,High,Bronze,Malappuram,1.215,78,264,4362028.15,55923.43782051282,0.019987179487179485,3,Regular
C0377,52,Medium,Gold,Kozhikode,1.15,63,210,4336905.15,68839.7642857143,0.026523809523809526,2,High Value
C0378,53,Low,Gold,Kozhikode,0.9775,57,219,4762828.14,83558.38842105263,0.03007017543859649,2,High Value
C0379,35,Medium,Platinum,Kochi,1.3,65,250,3579192.23,55064.49584615385,0.010400000000000001,1,Low Value
C0380,30,High,Gold,Kannur,1.5525,82,300,4570689.36,55740.11414634147,0.02,3,Regular
C0381,18,Medium,Gold,Kannur,1.15,80,260,4867770.33,60847.129125,0.0147125,3,Regular
C0382,62,High,Bronze,Kochi,1.215,57,174,4203025.28,73737.28561403509,0.00943859649122807,2,High Value
C0383,62,Medium,Silver,Kozhikode,1.0,62,212,3223519.27,51992.24629032258,0.02106451612903226,1,Low Value
C0384,29,Medium,Bronze,Malappuram,0.9,80,304,5693995.67,71174.945875,0.0134375,0,VIP
C0385,19,High,Silver,Kozhikode,1.35,69,252,4287566.48,62138.644637681165,0.015536231884057972,2,High Value
C0386,23,Medium,Platinum,Thrissur,1.3,83,293,6420840.83,77359.52807228916,0.006036144578313253,0,VIP
C0387,21,High,Bronze,Kozhikode,1.215,67,255,3144504.98,46932.91014925373,0.01017910447761194,1,Low Value
C0388,57,Medium,Silver,Kochi,1.0,63,224,3283195.39,52114.21253968254,0.02253968253968254,1,Low Value
C0389,59,Medium,Bronze,Kozhikode,0.9,66,233,3358250.92,50882.5896969697,0.006878787878787879,1,Low Value
C0390,25,Medium,Bronze,Malappuram,0.9,70,288,5067072.9,72386.75571428573,0.013171428571428572,0,VIP
C0391,53,Low,Bronze,Kochi,0.765,57,204,4418519.88,77517.89263157894,0.019087719298245615,2,High Value
C0392,26,Medium,Bronze,Kannur,0.9,80,289,4616620.31,57707.753874999995,0.012925,3,Regular
C0393,35,Medium,Platinum,Kochi,1.3,80,280,4073893.6,50923.67,0.0154125,3,Regular
C0394,46,Low,Silver,Kochi,0.85,71,306,4423258.89,62299.42098591549,0.016169014084507043,3,Regular
C0395,51,Low,Gold,Malappuram,0.9775,76,312,5357082.44,70487.92684210527,0.01388157894736842,0,VIP
C0396,59,Medium,Silver,Malappuram,1.0,85,315,7085701.97,83361.19964705882,0.017976470588235295,0,VIP
C0397,20,Low,Bronze,Kozhikode,0.765,49,190,3411186.61,69616.05326530612,0.02110204081632653,1,Low Value
C0398,27,Low,Bronze,Kozhikode,0.765,74,231,5639992.56,76216.11567567567,0.012567567567567568,2,High Value
C0399,31,Medium,Gold,Kochi,1.15,77,242,4203966.61,54596.96896103897,0.013532467532467533,3,Regular
C0400,32,Medium,Bronze,Thrissur,0.9,73,253,4452993.64,60999.912876712326,0.007684931506849314,3,Regular
C0401,64,Medium,Gold,Kozhikode,1.15,53,185,3885983.09,73320.43566037735,0.008150943396226415,2,High Value
C0402,54,Medium,Bronze,Kochi,0.9,60,229,3628891.82,60481.53033333333,0.025716666666666665,1,Low Value
C0403,33,High,Silver,Kozhikode,1.35,62,235,4666051.74,75258.89903225806,0.011919354838709676,2,High Value
C0404,63,Medium,Gold,Kannur,1.15,60,246,4143423.69,69057.0615,0.00975,2,High Value
C0405,41,Low,Bronze,Kozhikode,0.765,71,204,3795398.6,53456.318309859154,0.013169014084507043,1,Low Value
C0406,41,Low,Bronze,Kannur,0.765,80,282,5813996.45,72674.955625,0.010225000000000001,0,VIP
C0407,38,Medium,Platinum,Kozhikode,1.3,73,280,4821673.22,66050.31808219178,0.009150684931506848,3,Regular
C0408,24,Low,Bronze,Kochi,0.765,61,227,4375188.26,71724.39770491802,0.015360655737704919,2,High Value
C0409,61,Medium,Silver,Kozhikode,1.0,76,272,3950137.8,51975.49736842105,0.02868421052631579,3,Regular
C0410,18,High,Silver,Kozhikode,1.35,65,237,3618383.34,55667.435999999994,0.020984615384615383,1,Low Value
C0411,26,Low,Bronze,Kochi,0.765,70,259,4951665.31,70738.07585714285,0.018257142857142857,2,High Value
C0412,28,Low,Gold,Malappuram,0.9775,65,203,3631212.1,55864.80153846154,0.012430769230769231,1,Low Value
C0413,31,High,Gold,Kozhikode,1.5525,64,245,3536507.51,55257.92984375,0.02671875,1,Low Value
C0414,24,Medium,Bronze,Thrissur,0.9,70,262,3644166.01,52059.51442857143,0.017414285714285715,3,Regular
C0415,18,Low,Gold,Malappuram,0.9775,72,240,4176925.02,58012.8475,0.007861111111111112,3,Regular
C0416,49,High,Bronze,Malappuram,1.215,74,301,4830836.02,65281.56783783783,0.00758108108108108,3,Regular
C0417,63,High,Bronze,Malappuram,1.215,75,262,4672630.99,62301.74653333334,0.024893333333333333,3,Regular
C0418,23,Medium,Silver,Kochi,1.0,72,267,5842746.04,81149.25055555555,0.02423611111111111,0,VIP
C0419,31,Medium,Platinum,Thrissur,1.3,75,273,5051789.14,67357.18853333333,0.0194,0,VIP
C0420,41,Medium,Bronze,Kochi,0.9,68,236,3163765.7,46525.96617647059,0.01813235294117647,1,Low Value
C0421,61,Low,Bronze,Thrissur,0.765,58,200,4101862.01,70721.75879310345,0.009344827586206897,2,High Value
C0422,50,Medium,Silver,Kannur,1.0,63,214,3968271.5,62988.43650793651,0.012571428571428572,1,Low Value
C0423,54,Medium,Gold,Thrissur,1.15,87,292,5964133.26,68553.25586206897,0.012264367816091953,0,VIP
C0424,45,Medium,Bronze,Malappuram,0.9,64,234,3126377.7600000002,48849.652500000004,0.00840625,1,Low Value
C0425,37,High,Bronze,Kozhikode,1.215,81,302,4855915.54,59949.57456790123,0.031160493827160494,0,VIP
C0426,27,Low,Gold,Kannur,0.9775,81,327,5934346.13,73263.5324691358,0.012308641975308642,0,VIP
C0427,58,Medium,Bronze,Kozhikode,0.9,67,223,5221194.9,77928.28208955225,0.010029850746268656,2,High Value
C0428,55,Low,Bronze,Malappuram,0.765,62,230,3804258.7,61359.01129032258,0.013048387096774193,1,Low Value
C0429,19,High,Bronze,Thrissur,1.215,80,238,3979122.83,49739.035375,0.0124125,3,Regular
C0430,51,Medium,Silver,Kannur,1.0,71,283,4163047.03,58634.465211267605,0.014154929577464788,3,Regular
C0431,21,Medium,Silver,Kannur,1.0,74,269,3411163.99,46096.810675675675,0.012432432432432432,3,Regular
C0432,52,Medium,Gold,Kochi,1.15,60,221,4681304.23,78021.73716666667,0.009200000000000002,2,High Value
C0433,56,Medium,Silver,Kannur,1.0,77,272,3739228.83,48561.41337662338,0.011402597402597402,3,Regular
C0434,24,Medium,Silver,Kochi,1.0,78,266,4135426.32,53018.28615384615,0.014987179487179488,3,Regular
C0435,38,Medium,Platinum,Malappuram,1.3,78,299,4517809.57,57920.63551282052,0.01523076923076923,3,Regular
C0436,23,Medium,Silver,Kannur,1.0,77,282,4632664.89,60164.47909090909,0.008701298701298701,3,Regular
C0437,44,Medium,Silver,Thrissur,1.0,71,276,4925429.04,69372.24,0.015816901408450705,2,High Value
C0438,61,High,Platinum,Kannur,1.755,86,349,5780269.0,67212.43023255814,0.010348837209302325,0,VIP
C0439,21,Medium,Bronze,Kozhikode,0.9,75,278,3842003.44,51226.71253333333,0.010893333333333333,3,Regular
C0440,36,Medium,Gold,Kozhikode,1.15,65,214,3625631.58,55778.947384615385,0.02023076923076923,1,Low Value
C0441,63,Low,Gold,Kozhikode,0.9775,83,313,4737769.24,57081.557108433735,0.021096385542168673,3,Regular
C0442,32,Medium,Bronze,Kozhikode,0.9,79,245,4518761.25,57199.509493670885,0.01,3,Regular
C0443,24,Medium,Silver,Thrissur,1.0,68,232,3231539.72,47522.64294117648,0.015264705882352942,1,Low Value
C0444,40,Medium,Bronze,Malappuram,0.9,68,226,3480659.7,51186.17205882353,0.019102941176470586,1,Low Value
C0445,41,Low,Bronze,Thrissur,0.765,82,275,4364158.51,53221.44524390244,0.017426829268292685,3,Regular
C0446,49,High,Silver,Malappuram,1.35,73,251,4429235.32,60674.45643835617,0.01258904109589041,3,Regular
C0447,32,Medium,Bronze,Kozhikode,0.9,71,279,4066958.68,57281.108169014085,0.013126760563380281,3,Regular
C0448,62,Medium,Gold,Kochi,1.15,65,249,3815473.15,58699.586923076924,0.006061538461538462,1,Low Value
C0449,42,Low,Gold,Malappuram,0.9775,64,209,4774782.14,74605.9709375,0.02034375,2,High Value
C0450,31,High,Gold,Kannur,1.5525,76,317,3858718.0,50772.60526315789,0.019026315789473683,3,Regular
C0451,63,Low,Bronze,Kannur,0.765,70,259,5011084.25,71586.91785714286,0.023399999999999997,2,High Value
C0452,61,Low,Bronze,Kozhikode,0.765,71,253,3643118.18,51311.523661971834,0.02095774647887324,1,Low Value
C0453,41,High,Bronze,Malappuram,1.215,78,306,5511858.76,70664.85589743589,0.012435897435897436,0,VIP
C0454,19,High,Bronze,Thrissur,1.215,83,340,4213978.28,50770.822650602415,0.011939759036144578,3,Regular
C0455,46,Low,Platinum,Thrissur,1.105,65,208,3519779.43,54150.452769230775,0.017446153846153844,1,Low Value
C0456,44,Medium,Silver,Kochi,1.0,75,265,4157437.66,55432.502133333335,0.026426666666666668,3,Regular
C0457,24,Medium,Bronze,Malappuram,0.9,64,234,4268397.27,66693.70734375,0.01928125,2,High Value
C0458,47,High,Gold,Kochi,1.5525,68,275,3815854.42,56115.50617647059,0.017161764705882352,3,Regular
C0459,57,Medium,Bronze,Kochi,0.9,78,262,5680507.65,72827.02115384616,0.012653846153846154,0,VIP
C0460,22,Medium,Bronze,Thrissur,0.9,66,275,3390548.76,51371.950909090905,0.006712121212121212,3,Regular
C0461,51,Medium,Bronze,Kochi,0.9,78,275,5069361.62,64991.81564102564,0.00941025641025641,0,VIP
C0462,24,Medium,Silver,Kozhikode,1.0,73,271,5073767.36,69503.66246575343,0.011123287671232877,0,VIP
C0463,53,Medium,Gold,Malappuram,1.15,72,266,4157115.51,57737.715416666666,0.018166666666666668,3,Regular
C0464,37,Medium,Bronze,Thrissur,0.9,69,269,4102880.82,59462.040869565215,0.014811594202898551,3,Regular
C0465,18,Low,Gold,Malappuram,0.9775,81,295,5727888.96,70714.67851851851,0.018333333333333333,0,VIP
C0466,63,High,Gold,Kochi,1.5525,76,265,4592968.31,60433.79355263157,0.011473684210526316,3,Regular
C0467,25,High,Gold,Thrissur,1.5525,78,274,4659417.94,59736.12743589744,0.010064102564102563,3,Regular
C0468,46,Medium,Bronze,Kannur,0.9,67,248,4056354.93,60542.61089552239,0.022746268656716417,1,Low Value
C0469,26,Low,Bronze,Kannur,0.765,86,332,5278002.65,61372.12383720931,0.021104651162790696,0,VIP
C0470,61,Low,Gold,Thrissur,0.9775,71,209,3649067.45,51395.3161971831,0.007521126760563381,1,Low Value
C0471,52,Medium,Bronze,Malappuram,0.9,55,244,3558736.12,64704.293090909094,0.013054545454545454,1,Low Value
C0472,55,Low,Silver,Kannur,0.85,69,235,3949580.59,57240.2984057971,0.017231884057971016,1,Low Value
C0473,38,High,Gold,Malappuram,1.5525,61,214,3497586.31,57337.48049180328,0.03314754098360656,1,Low Value
C0474,39,Medium,Bronze,Kochi,0.9,77,249,4876069.91,63325.583246753245,0.013519480519480518,3,Regular
C0475,47,Medium,Gold,Kannur,1.15,53,188,3357644.31,63351.77943396226,0.009849056603773585,1,Low Value
C0476,54,High,Platinum,Kozhikode,1.755,85,289,6450629.3,75889.75647058824,0.017423529411764706,0,VIP
C0477,57,Medium,Gold,Kannur,1.15,76,241,4486769.8,59036.4447368421,0.009868421052631578,3,Regular
C0478,18,Medium,Silver,Kozhikode,1.0,63,245,4341323.68,68909.89968253968,0.015031746031746031,2,High Value
C0479,49,Medium,Gold,Kannur,1.15,85,291,5003049.69,58859.408117647065,0.010152941176470589,3,Regular
C0480,23,Medium,Silver,Malappuram,1.0,75,278,4863322.51,64844.30013333333,0.005173333333333334,3,Regular
C0481,31,Medium,Gold,Malappuram,1.15,60,182,4038095.4,67301.59,0.0098,2,High Value
C0482,56,Medium,Gold,Kozhikode,1.15,79,290,5120759.4,64819.73924050634,0.021,0,VIP
C0483,29,High,Gold,Kannur,1.5525,70,185,3774169.4299999997,53916.70614285714,0.01694285714285714,1,Low Value
C0484,55,Medium,Bronze,Kochi,0.9,67,254,3744273.35,55884.676865671645,0.013686567164179105,1,Low Value
C0485,39,Low,Bronze,Malappuram,0.765,74,289,5756581.16,77791.6372972973,0.01808108108108108,0,VIP
C0486,28,Medium,Bronze,Kozhikode,0.9,79,259,5361721.64,67869.89417721519,0.018746835443037974,0,VIP
C0487,33,Medium,Silver,Malappuram,1.0,81,282,5266817.91,65022.443333333336,0.011666666666666667,0,VIP
C0488,42,Low,Silver,Kozhikode,0.85,72,247,4766357.01,66199.40291666666,0.02266666666666667,2,High Value
C0489,53,Low,Silver,Thrissur,0.85,66,226,3506435.35,53127.808333333334,0.029818181818181817,1,Low Value
C0490,46,Medium,Bronze,Kozhikode,0.9,76,273,4717869.25,62077.22697368421,0.015486842105263158,3,Regular
C0491,61,Medium,Gold,Kochi,1.15,66,258,4408211.15,66791.07803030303,0.011636363636363637,2,High Value
