date,store_id,product_id,customer_id,selling_price,competitor_price,promotion,discount_rate,demand_units,units_sold,inventory_available,stockout,festival,festival_flag,season,rainfall_mm,temperature_c,weather,revenue,profit
2025-05-04,S003,P001,C0104,22000.0,23339.22,0,0.0,2,2,21,0,None,0,Summer,39.9,32.6,Hot,44000.0,12320.0
2025-05-04,S003,P002,C0400,59000.0,58422.61,0,0.0,2,2,26,0,None,0,Summer,39.9,32.6,Hot,118000.0,23600.0
2025-05-04,S003,P003,C0040,69900.0,66154.1,0,0.0,1,1,29,0,None,0,Summer,39.9,32.6,Hot,69900.0,12582.0
2025-05-04,S003,P004,C0153,115858.89,132158.43,1,0.108,2,2,24,0,None,0,Summer,39.9,32.6,Hot,231717.78,37074.84
2025-05-04,S003,P005,C0390,24999.0,25338.35,0,0.0,5,5,18,0,None,0,Summer,39.9,32.6,Hot,124995.0,27498.9
2025-05-04,S003,P006,,39999.0,37636.99,0,0.0,0,0,19,0,None,0,Summer,39.9,32.6,Hot,0.0,0.0
2025-05-04,S003,P007,C0270,17999.0,17532.67,0,0.0,3,3,34,0,None,0,Summer,39.9,32.6,Hot,53997.0,14039.22
2025-05-04,S003,P008,C0528,21022.39,24990.83,1,0.159,3,3,38,0,None,0,Summer,39.9,32.6,Hot,63067.18,15766.79
2025-05-04,S003,P009,C0024,33999.0,35213.71,0,0.0,1,1,24,0,None,0,Summer,39.9,32.6,Hot,33999.0,7479.78
2025-05-04,S003,P010,C0682,32999.0,34436.69,0,0.0,2,2,26,0,None,0,Summer,39.9,32.6,Hot,65998.0,14519.56
2025-05-04,S003,P011,C0740,1299.0,1298.1,0,0.0,3,3,23,0,None,0,Summer,39.9,32.6,Hot,3897.0,1363.95
2025-05-04,S003,P012,C0310,4490.0,4255.21,0,0.0,7,7,33,0,None,0,Summer,39.9,32.6,Hot,31430.0,7857.5
2025-05-04,S003,P013,C0717,6999.0,7319.9,0,0.0,2,2,24,0,None,0,Summer,39.9,32.6,Hot,13998.0,3219.54
2025-05-04,S003,P014,C0446,7999.0,7623.27,0,0.0,3,3,34,0,None,0,Summer,39.9,32.6,Hot,23997.0,4799.4
2025-05-04,S003,P015,C0139,19900.0,19528.47,0,0.0,4,4,34,0,None,0,Summer,39.9,32.6,Hot,79600.0,14328.0
2025-05-04,S003,P016,C0593,1153.44,1535.89,1,0.231,16,16,36,0,None,0,Summer,39.9,32.6,Hot,18455.08,5905.63
2025-05-04,S003,P017,C0478,3999.0,4180.25,0,0.0,4,4,24,0,None,0,Summer,39.9,32.6,Hot,15996.0,4318.92
2025-05-04,S003,P018,C0364,1499.0,1452.52,0,0.0,11,11,16,0,None,0,Summer,39.9,32.6,Hot,16489.0,6265.82
2025-05-04,S003,P019,C0310,1900.0,1952.66,0,0.0,4,4,17,0,None,0,Summer,39.9,32.6,Hot,7600.0,2128.0
2025-05-04,S003,P020,,17999.0,17152.59,0,0.0,0,0,24,0,None,0,Summer,39.9,32.6,Hot,0.0,0.0
2025-05-04,S004,P001,C0045,22000.0,20737.13,0,0.0,2,2,36,0,None,0,Summer,39.9,32.6,Hot,44000.0,12320.0
2025-05-04,S004,P002,,59000.0,59566.31,0,0.0,0,0,21,0,None,0,Summer,39.9,32.6,Hot,0.0,0.0
2025-05-04,S004,P003,C0334,69900.0,66492.16,0,0.0,2,2,19,0,None,0,Summer,39.9,32.6,Hot,139800.0,25164.0
2025-05-04,S004,P004,C0506,119635.0,131449.07,1,0.079,1,1,20,0,None,0,Summer,39.9,32.6,Hot,119635.0,19141.6
2025-05-04,S004,P005,C0358,24999.0,26427.23,0,0.0,3,3,28,0,None,0,Summer,39.9,32.6,Hot,74997.0,16499.34
2025-05-04,S004,P006,C0577,39999.0,41590.27,0,0.0,3,3,8,0,None,0,Summer,39.9,32.6,Hot,119997.0,23999.4
2025-05-04,S004,P007,C0303,16547.11,18710.04,1,0.081,4,4,25,0,None,0,Summer,39.9,32.6,Hot,66188.45,17209.0
2025-05-04,S004,P008,C0712,24999.0,25708.95,0,0.0,3,3,31,0,None,0,Summer,39.9,32.6,Hot,74997.0,18749.25
2025-05-04,S004,P009,C0375,33999.0,34276.23,0,0.0,4,4,30,0,None,0,Summer,39.9,32.6,Hot,135996.0,29919.12
2025-05-04,S004,P010,C0513,28221.93,35295.69,1,0.145,3,3,26,0,None,0,Summer,39.9,32.6,Hot,84665.78,18626.47
2025-05-04,S004,P011,C0557,1299.0,1361.58,0,0.0,2,2,27,0,None,0,Summer,39.9,32.6,Hot,2598.0,909.3
2025-05-04,S004,P012,C0108,4490.0,4423.72,0,0.0,3,3,17,0,None,0,Summer,39.9,32.6,Hot,13470.0,3367.5
2025-05-04,S004,P013,C0210,6999.0,7090.36,0,0.0,3,3,45,0,None,0,Summer,39.9,32.6,Hot,20997.0,4829.31
2025-05-04,S004,P014,C0333,7999.0,7601.99,0,0.0,2,2,37,0,None,0,Summer,39.9,32.6,Hot,15998.0,3199.6
2025-05-04,S004,P015,,19900.0,20728.27,0,0.0,0,0,40,0,None,0,Summer,39.9,32.6,Hot,0.0,0.0
2025-05-04,S004,P016,C0762,1499.0,1444.25,0,0.0,4,4,27,0,None,0,Summer,39.9,32.6,Hot,5996.0,1918.72
2025-05-04,S004,P017,C0315,3427.08,3837.12,1,0.143,6,6,29,0,None,0,Summer,39.9,32.6,Hot,20562.5,5551.87
2025-05-04,S004,P018,C0098,1354.09,1547.99,1,0.097,12,12,23,0,None,0,Summer,39.9,32.6,Hot,16249.05,6174.64
2025-05-04,S004,P019,C0400,1900.0,1933.84,0,0.0,8,8,28,0,None,0,Summer,39.9,32.6,Hot,15200.0,4256.0
2025-05-04,S004,P020,C0477,17999.0,17641.55,0,0.0,5,5,40,0,None,0,Summer,39.9,32.6,Hot,89995.0,19798.9
2025-05-04,S005,P001,C0315,22000.0,21342.57,0,0.0,3,3,21,0,None,0,Summer,39.9,32.6,Hot,66000.0,18480.0
2025-05-04,S005,P002,C0628,59000.0,61484.46,0,0.0,2,2,15,0,None,0,Summer,39.9,32.6,Hot,118000.0,23600.0
2025-05-04,S005,P003,C0523,69900.0,67270.57,0,0.0,1,1,22,0,None,0,Summer,39.9,32.6,Hot,69900.0,12582.0
2025-05-04,S005,P004,C0681,129900.0,137124.97,0,0.0,2,2,32,0,None,0,Summer,39.9,32.6,Hot,259800.0,41568.0
2025-05-04,S005,P005,C0793,24999.0,23855.9,0,0.0,3,3,25,0,None,0,Summer,39.9,32.6,Hot,74997.0,16499.34
2025-05-04,S005,P006,C0356,39999.0,39850.27,0,0.0,1,1,34,0,None,0,Summer,39.9,32.6,Hot,39999.0,7999.8
2025-05-04,S005,P007,C0417,16502.87,17447.81,1,0.083,1,1,18,0,None,0,Summer,39.9,32.6,Hot,16502.87,4290.75
2025-05-04,S005,P008,C0466,24999.0,26552.18,0,0.0,2,2,24,0,None,0,Summer,39.9,32.6,Hot,49998.0,12499.5
2025-05-04,S005,P009,C0750,33999.0,36242.8,0,0.0,3,3,24,0,None,0,Summer,39.9,32.6,Hot,101997.0,22439.34
2025-05-04,S005,P010,C0589,32999.0,35098.15,0,0.0,3,3,19,0,None,0,Summer,39.9,32.6,Hot,98997.0,21779.34
2025-05-04,S005,P011,C0064,1010.39,1247.2,1,0.222,7,7,35,0,None,0,Summer,39.9,32.6,Hot,7072.75,2475.46
2025-05-04,S005,P012,C0730,4490.0,4757.64,0,0.0,6,6,16,0,None,0,Summer,39.9,32.6,Hot,26940.0,6735.0
2025-05-04,S005,P013,C0301,6999.0,6727.14,0,0.0,2,2,21,0,None,0,Summer,39.9,32.6,Hot,13998.0,3219.54
2025-05-04,S005,P014,,7999.0,8370.69,0,0.0,0,0,23,0,None,0,Summer,39.9,32.6,Hot,0.0,0.0
2025-05-04,S005,P015,C0314,19900.0,21123.65,0,0.0,3,3,28,0,None,0,Summer,39.9,32.6,Hot,59700.0,10746.0
2025-05-04,S005,P016,C0426,1499.0,1523.02,0,0.0,1,1,31,0,None,0,Summer,39.9,32.6,Hot,1499.0,479.68
2025-05-04,S005,P017,C0017,3449.71,3997.44,1,0.137,4,4,27,0,None,0,Summer,39.9,32.6,Hot,13798.84,3725.69
2025-05-04,S005,P018,C0669,1499.0,1470.6,0,0.0,5,5,15,0,None,0,Summer,39.9,32.6,Hot,7495.0,2848.1
2025-05-04,S005,P019,C0486,1900.0,2022.91,0,0.0,7,7,33,0,None,0,Summer,39.9,32.6,Hot,13300.0,3724.0
2025-05-04,S005,P020,C0797,17999.0,17373.26,0,0.0,1,1,4,0,None,0,Summer,39.9,32.6,Hot,17999.0,3959.78
2025-05-05,S001,P001,C0772,22000.0,21985.28,0,0.0,6,6,37,0,None,0,Summer,2.0,34.1,Hot,132000.0,36960.0
2025-05-05,S001,P002,C0677,59000.0,61694.65,0,0.0,4,4,28,0,None,0,Summer,2.0,34.1,Hot,236000.0,47200.0
2025-05-05,S001,P003,C0461,69900.0,67661.66,0,0.0,2,2,29,0,None,0,Summer,2.0,34.1,Hot,139800.0,25164.0
2025-05-05,S001,P004,C0143,129900.0,128670.99,0,0.0,5,5,20,0,None,0,Summer,2.0,34.1,Hot,649500.0,103920.0
2025-05-05,S001,P005,C0133,24999.0,24642.8,0,0.0,4,4,24,0,None,0,Summer,2.0,34.1,Hot,99996.0,21999.12
2025-05-05,S001,P006,C0791,39999.0,38797.01,0,0.0,3,3,29,0,None,0,Summer,2.0,34.1,Hot,119997.0,23999.4
2025-05-05,S001,P007,C0284,17999.0,17553.32,0,0.0,6,6,17,0,None,0,Summer,2.0,34.1,Hot,107994.0,28078.44
2025-05-05,S001,P008,C0131,24999.0,23734.73,0,0.0,2,2,23,0,None,0,Summer,2.0,34.1,Hot,49998.0,12499.5
2025-05-05,S001,P009,C0036,33999.0,34713.94,0,0.0,3,3,18,0,None,0,Summer,2.0,34.1,Hot,101997.0,22439.34
2025-05-05,S001,P010,C0456,32999.0,31297.82,0,0.0,3,3,44,0,None,0,Summer,2.0,34.1,Hot,98997.0,21779.34
2025-05-05,S001,P011,C0491,1299.0,1317.65,0,0.0,7,7,38,0,None,0,Summer,2.0,34.1,Hot,9093.0,3182.55
2025-05-05,S001,P012,C0296,4490.0,4593.14,0,0.0,4,4,22,0,None,0,Summer,2.0,34.1,Hot,17960.0,4490.0
2025-05-05,S001,P013,C0740,6999.0,7282.33,0,0.0,2,2,41,0,None,0,Summer,2.0,34.1,Hot,13998.0,3219.54
2025-05-05,S001,P014,C0390,7999.0,8486.15,0,0.0,4,4,17,0,None,0,Summer,2.0,34.1,Hot,31996.0,6399.2
2025-05-05,S001,P015,C0033,19900.0,20671.42,0,0.0,3,3,18,0,None,0,Summer,2.0,34.1,Hot,59700.0,10746.0
2025-05-05,S001,P016,C0301,1499.0,1586.55,0,0.0,7,7,32,0,None,0,Summer,2.0,34.1,Hot,10493.0,3357.76
2025-05-05,S001,P017,C0635,3999.0,4263.58,0,0.0,6,6,43,0,None,0,Summer,2.0,34.1,Hot,23994.0,6478.38
2025-05-05,S001,P018,C0644,1499.0,1553.56,0,0.0,12,12,43,0,None,0,Summer,2.0,34.1,Hot,17988.0,6835.44
2025-05-05,S001,P019,C0333,1900.0,1851.2,0,0.0,10,10,36,0,None,0,Summer,2.0,34.1,Hot,19000.0,5320.0
2025-05-05,S001,P020,C0545,17999.0,17925.28,0,0.0,4,4,32,0,None,0,Summer,2.0,34.1,Hot,71996.0,15839.12
2025-05-05,S002,P001,C0476,22000.0,22226.75,0,0.0,5,5,24,0,None,0,Summer,2.0,34.1,Hot,110000.0,30800.0
2025-05-05,S002,P002,C0285,59000.0,60054.27,0,0.0,2,2,26,0,None,0,Summer,2.0,34.1,Hot,118000.0,23600.0
2025-05-05,S002,P003,C0079,69900.0,70540.53,0,0.0,2,2,21,0,None,0,Summer,2.0,34.1,Hot,139800.0,25164.0
2025-05-05,S002,P004,C0322,129900.0,129013.65,0,0.0,3,3,34,0,None,0,Summer,2.0,34.1,Hot,389700.0,62352.0
2025-05-05,S002,P005,C0148,24999.0,24646.3,0,0.0,5,5,40,0,None,0,Summer,2.0,34.1,Hot,124995.0,27498.9
2025-05-05,S002,P006,C0785,39999.0,39630.55,0,0.0,4,4,13,0,None,0,Summer,2.0,34.1,Hot,159996.0,31999.2
2025-05-05,S002,P007,C0745,17999.0,16928.62,0,0.0,2,2,38,0,None,0,Summer,2.0,34.1,Hot,35998.0,9359.48
2025-05-05,S002,P008,C0061,24999.0,23531.58,0,0.0,3,3,28,0,None,0,Summer,2.0,34.1,Hot,74997.0,18749.25
2025-05-05,S002,P009,C0676,33999.0,34750.45,0,0.0,1,1,27,0,None,0,Summer,2.0,34.1,Hot,33999.0,7479.78
2025-05-05,S002,P010,C0716,32999.0,34374.7,0,0.0,6,6,34,0,None,0,Summer,2.0,34.1,Hot,197994.0,43558.68
2025-05-05,S002,P011,C0416,1299.0,1303.07,0,0.0,8,8,39,0,None,0,Summer,2.0,34.1,Hot,10392.0,3637.2
2025-05-05,S002,P012,C0777,4490.0,4386.18,0,0.0,3,3,29,0,None,0,Summer,2.0,34.1,Hot,13470.0,3367.5
2025-05-05,S002,P013,,6999.0,6920.89,0,0.0,0,0,20,0,None,0,Summer,2.0,34.1,Hot,0.0,0.0
2025-05-05,S002,P014,C0226,6607.6,8239.92,1,0.174,3,3,25,0,None,0,Summer,2.0,34.1,Hot,19822.79,3964.56
2025-05-05,S002,P015,C0720,19900.0,20409.39,0,0.0,2,2,25,0,None,0,Summer,2.0,34.1,Hot,39800.0,7164.0
2025-05-05,S002,P016,C0123,1499.0,1548.69,0,0.0,8,8,15,0,None,0,Summer,2.0,34.1,Hot,11992.0,3837.44
2025-05-05,S002,P017,C0638,3999.0,3773.66,0,0.0,7,7,27,0,None,0,Summer,2.0,34.1,Hot,27993.0,7558.11
2025-05-05,S002,P018,C0176,1499.0,1523.46,0,0.0,7,7,18,0,None,0,Summer,2.0,34.1,Hot,10493.0,3987.34
2025-05-05,S002,P019,C0181,1508.07,1988.63,1,0.206,2,2,36,0,None,0,Summer,2.0,34.1,Hot,3016.14,844.52
2025-05-05,S002,P020,C0577,17999.0,18984.87,0,0.0,2,2,27,0,None,0,Summer,2.0,34.1,Hot,35998.0,7919.56
2025-05-05,S003,P001,C0451,22000.0,20946.73,0,0.0,2,2,26,0,None,0,Summer,2.0,34.1,Hot,44000.0,12320.0
2025-05-05,S003,P002,C0590,59000.0,58014.21,0,0.0,4,4,18,0,None,0,Summer,2.0,34.1,Hot,236000.0,47200.0
2025-05-05,S003,P003,,69900.0,70252.27,0,0.0,0,0,20,0,None,0,Summer,2.0,34.1,Hot,0.0,0.0
2025-05-05,S003,P004,,129900.0,124106.78,0,0.0,0,0,29,0,None,0,Summer,2.0,34.1,Hot,0.0,0.0
2025-05-05,S003,P005,C0015,24999.0,24667.3,0,0.0,5,5,35,0,None,0,Summer,2.0,34.1,Hot,124995.0,27498.9
2025-05-05,S003,P006,C0652,39999.0,39401.52,0,0.0,3,3,21,0,None,0,Summer,2.0,34.1,Hot,119997.0,23999.4
2025-05-05,S003,P007,C0243,16867.97,18900.54,1,0.063,5,5,27,0,None,0,Summer,2.0,34.1,Hot,84339.84,21928.36
2025-05-05,S003,P008,C0060,24999.0,25736.46,0,0.0,3,3,33,0,None,0,Summer,2.0,34.1,Hot,74997.0,18749.25
2025-05-05,S003,P009,C0429,33999.0,33649.44,0,0.0,4,4,19,0,None,0,Summer,2.0,34.1,Hot,135996.0,29919.12
2025-05-05,S003,P010,C0201,32999.0,33379.07,0,0.0,1,1,24,0,None,0,Summer,2.0,34.1,Hot,32999.0,7259.78
2025-05-05,S003,P011,C0758,1299.0,1271.53,0,0.0,8,8,11,0,None,0,Summer,2.0,34.1,Hot,10392.0,3637.2
2025-05-05,S003,P012,C0067,4490.0,4237.78,0,0.0,5,5,28,0,None,0,Summer,2.0,34.1,Hot,22450.0,5612.5
2025-05-05,S003,P013,C0155,6999.0,7146.62,0,0.0,3,3,24,0,None,0,Summer,2.0,34.1,Hot,20997.0,4829.31
2025-05-05,S003,P014,C0750,7999.0,7853.29,0,0.0,1,1,23,0,None,0,Summer,2.0,34.1,Hot,7999.0,1599.8
2025-05-05,S003,P015,C0560,19900.0,19597.51,0,0.0,2,2,26,0,None,0,Summer,2.0,34.1,Hot,39800.0,7164.0
2025-05-05,S003,P016,C0016,1499.0,1416.94,0,0.0,9,9,15,0,None,0,Summer,2.0,34.1,Hot,13491.0,4317.12
2025-05-05,S003,P017,,3999.0,4247.04,0,0.0,0,0,25,0,None,0,Summer,2.0,34.1,Hot,0.0,0.0
2025-05-05,S003,P018,C0402,1499.0,1467.77,0,0.0,6,6,22,0,None,0,Summer,2.0,34.1,Hot,8994.0,3417.72
2025-05-05,S003,P019,C0056,1900.0,1832.89,0,0.0,3,3,40,0,None,0,Summer,2.0,34.1,Hot,5700.0,1596.0
2025-05-05,S003,P020,C0147,17999.0,17413.22,0,0.0,2,2,35,0,None,0,Summer,2.0,34.1,Hot,35998.0,7919.56
2025-05-05,S004,P001,C0266,22000.0,23454.27,0,0.0,3,3,32,0,None,0,Summer,2.0,34.1,Hot,66000.0,18480.0
2025-05-05,S004,P002,C0232,59000.0,61003.94,0,0.0,2,2,31,0,None,0,Summer,2.0,34.1,Hot,118000.0,23600.0
2025-05-05,S004,P003,C0442,69900.0,68695.92,0,0.0,3,3,39,0,None,0,Summer,2.0,34.1,Hot,209700.0,37746.0
2025-05-05,S004,P004,C0160,129900.0,130232.07,0,0.0,1,1,28,0,None,0,Summer,2.0,34.1,Hot,129900.0,20784.0
2025-05-05,S004,P005,C0640,24999.0,25335.19,0,0.0,2,2,30,0,None,0,Summer,2.0,34.1,Hot,49998.0,10999.56
2025-05-05,S004,P006,C0715,39999.0,41435.11,0,0.0,3,3,28,0,None,0,Summer,2.0,34.1,Hot,119997.0,23999.4
2025-05-05,S004,P007,,17999.0,17649.42,0,0.0,0,0,26,0,None,0,Summer,2.0,34.1,Hot,0.0,0.0
2025-05-05,S004,P008,C0466,22934.39,26587.12,1,0.083,2,2,18,0,None,0,Summer,2.0,34.1,Hot,45868.77,11467.19
2025-05-05,S004,P009,C0503,33999.0,32589.4,0,0.0,5,5,28,0,None,0,Summer,2.0,34.1,Hot,169995.0,37398.9
2025-05-05,S004,P010,C0498,32999.0,34833.28,0,0.0,3,3,13,0,None,0,Summer,2.0,34.1,Hot,98997.0,21779.34
2025-05-05,S004,P011,C0335,1299.0,1235.06,0,0.0,5,5,23,0,None,0,Summer,2.0,34.1,Hot,6495.0,2273.25
2025-05-05,S004,P012,C0484,4239.55,4349.71,1,0.056,3,3,15,0,None,0,Summer,2.0,34.1,Hot,12718.64,3179.66
2025-05-05,S004,P013,C0325,6999.0,6580.01,0,0.0,3,3,38,0,None,0,Summer,2.0,34.1,Hot,20997.0,4829.31
2025-05-05,S004,P014,C0398,7999.0,8359.18,0,0.0,3,3,22,0,None,0,Summer,2.0,34.1,Hot,23997.0,4799.4
2025-05-05,S004,P015,,19900.0,19916.51,0,0.0,0,0,29,0,None,0,Summer,2.0,34.1,Hot,0.0,0.0
2025-05-05,S004,P016,C0189,1499.0,1568.28,0,0.0,9,9,31,0,None,0,Summer,2.0,34.1,Hot,13491.0,4317.12
2025-05-05,S004,P017,C0534,3999.0,3957.47,0,0.0,4,4,33,0,None,0,Summer,2.0,34.1,Hot,15996.0,4318.92
2025-05-05,S004,P018,C0523,1499.0,1522.43,0,0.0,4,4,16,0,None,0,Summer,2.0,34.1,Hot,5996.0,2278.48
2025-05-05,S004,P019,C0530,1900.0,1887.52,0,0.0,6,6,38,0,None,0,Summer,2.0,34.1,Hot,11400.0,3192.0
2025-05-05,S004,P020,C0454,17999.0,18851.58,0,0.0,3,3,28,0,None,0,Summer,2.0,34.1,Hot,53997.0,11879.34
2025-05-05,S005,P001,C0401,22000.0,21618.11,0,0.0,5,5,34,0,None,0,Summer,2.0,34.1,Hot,110000.0,30800.0
2025-05-05,S005,P002,C0454,59000.0,56869.35,0,0.0,3,3,25,0,None,0,Summer,2.0,34.1,Hot,177000.0,35400.0
2025-05-05,S005,P003,C0513,58193.07,72478.89,1,0.167,1,1,21,0,None,0,Summer,2.0,34.1,Hot,58193.07,10474.75
2025-05-05,S005,P004,C0003,129900.0,124789.0,0,0.0,1,1,29,0,None,0,Summer,2.0,34.1,Hot,129900.0,20784.0
2025-05-05,S005,P005,C0319,24999.0,25069.85,0,0.0,1,1,28,0,None,0,Summer,2.0,34.1,Hot,24999.0,5499.78
2025-05-05,S005,P006,C0493,39999.0,38394.87,0,0.0,1,1,34,0,None,0,Summer,2.0,34.1,Hot,39999.0,7999.8
2025-05-05,S005,P007,C0735,17999.0,18091.99,0,0.0,3,3,27,0,None,0,Summer,2.0,34.1,Hot,53997.0,14039.22
2025-05-05,S005,P008,C0033,24999.0,26712.98,0,0.0,5,5,33,0,None,0,Summer,2.0,34.1,Hot,124995.0,31248.75
2025-05-05,S005,P009,C0289,33999.0,34636.58,0,0.0,4,4,30,0,None,0,Summer,2.0,34.1,Hot,135996.0,29919.12
2025-05-05,S005,P010,C0752,32999.0,33576.59,0,0.0,1,1,32,0,None,0,Summer,2.0,34.1,Hot,32999.0,7259.78
2025-05-05,S005,P011,C0444,1299.0,1327.49,0,0.0,2,2,38,0,None,0,Summer,2.0,34.1,Hot,2598.0,909.3
2025-05-05,S005,P012,C0181,4490.0,4366.23,0,0.0,3,3,25,0,None,0,Summer,2.0,34.1,Hot,13470.0,3367.5
2025-05-05,S005,P013,C0038,6999.0,6689.03,0,0.0,5,5,30,0,None,0,Summer,2.0,34.1,Hot,34995.0,8048.85
2025-05-05,S005,P014,C0767,7999.0,7553.48,0,0.0,1,1,20,0,None,0,Summer,2.0,34.1,Hot,7999.0,1599.8
2025-05-05,S005,P015,C0340,19900.0,20083.1,0,0.0,1,1,20,0,None,0,Summer,2.0,34.1,Hot,19900.0,3582.0
2025-05-05,S005,P016,C0302,1499.0,1518.82,0,0.0,6,6,31,0,None,0,Summer,2.0,34.1,Hot,8994.0,2878.08
2025-05-05,S005,P017,C0730,3999.0,3996.44,0,0.0,2,2,26,0,None,0,Summer,2.0,34.1,Hot,7998.0,2159.46
2025-05-05,S005,P018,C0501,1499.0,1479.72,0,0.0,4,4,20,0,None,0,Summer,2.0,34.1,Hot,5996.0,2278.48
2025-05-05,S005,P019,C0226,1900.0,2026.22,0,0.0,4,4,26,0,None,0,Summer,2.0,34.1,Hot,7600.0,2128.0
2025-05-05,S005,P020,C0496,17999.0,17967.79,0,0.0,1,1,27,0,None,0,Summer,2.0,34.1,Hot,17999.0,3959.78
2025-05-06,S001,P001,C0584,22000.0,21562.54,0,0.0,3,3,36,0,None,0,Summer,18.5,34.8,Hot,66000.0,18480.0
2025-05-06,S001,P002,C0524,59000.0,56179.86,0,0.0,4,4,48,0,None,0,Summer,18.5,34.8,Hot,236000.0,47200.0
2025-05-06,S001,P003,,69900.0,67748.5,0,0.0,0,0,32,0,None,0,Summer,18.5,34.8,Hot,0.0,0.0
2025-05-06,S001,P004,C0507,129900.0,130726.97,0,0.0,1,1,31,0,None,0,Summer,18.5,34.8,Hot,129900.0,20784.0
2025-05-06,S001,P005,C0444,24999.0,25795.14,0,0.0,11,11,31,0,None,0,Summer,18.5,34.8,Hot,274989.0,60497.58
2025-05-06,S001,P006,C0253,39999.0,41410.44,0,0.0,2,2,20,0,None,0,Summer,18.5,34.8,Hot,79998.0,15999.6
2025-05-06,S001,P007,C0460,17999.0,16969.02,0,0.0,1,1,36,0,None,0,Summer,18.5,34.8,Hot,17999.0,4679.74
2025-05-06,S001,P008,C0623,24999.0,24399.88,0,0.0,4,4,43,0,None,0,Summer,18.5,34.8,Hot,99996.0,24999.0
2025-05-06,S001,P009,C0032,33999.0,35334.45,0,0.0,7,7,24,0,None,0,Summer,18.5,34.8,Hot,237993.0,52358.46
2025-05-06,S001,P010,C0021,32999.0,33443.41,0,0.0,4,4,42,0,None,0,Summer,18.5,34.8,Hot,131996.0,29039.12
2025-05-06,S001,P011,C0721,1299.0,1262.55,0,0.0,9,9,51,0,None,0,Summer,18.5,34.8,Hot,11691.0,4091.85
2025-05-06,S001,P012,C0792,4490.0,4557.52,0,0.0,2,2,39,0,None,0,Summer,18.5,34.8,Hot,8980.0,2245.0
2025-05-06,S001,P013,C0006,6999.0,7306.09,0,0.0,6,6,13,0,None,0,Summer,18.5,34.8,Hot,41994.0,9658.62
2025-05-06,S001,P014,C0161,6619.23,8150.57,1,0.172,1,1,41,0,None,0,Summer,18.5,34.8,Hot,6619.23,1323.85
2025-05-06,S001,P015,C0307,19900.0,19274.58,0,0.0,1,1,31,0,None,0,Summer,18.5,34.8,Hot,19900.0,3582.0
2025-05-06,S001,P016,C0598,1499.0,1574.53,0,0.0,11,11,38,0,None,0,Summer,18.5,34.8,Hot,16489.0,5276.48
2025-05-06,S001,P017,C0063,3999.0,4174.98,0,0.0,8,8,23,0,None,0,Summer,18.5,34.8,Hot,31992.0,8637.84
2025-05-06,S001,P018,C0049,1499.0,1559.16,0,0.0,8,8,37,0,None,0,Summer,18.5,34.8,Hot,11992.0,4556.96
2025-05-06,S001,P019,C0416,1702.95,1919.83,1,0.104,7,7,31,0,None,0,Summer,18.5,34.8,Hot,11920.64,3337.78
2025-05-06,S001,P020,C0229,17999.0,17708.12,0,0.0,5,5,39,0,None,0,Summer,18.5,34.8,Hot,89995.0,19798.9
2025-05-06,S002,P001,C0777,22000.0,20922.29,0,0.0,1,1,29,0,None,0,Summer,18.5,34.8,Hot,22000.0,6160.0
2025-05-06,S002,P002,C0215,59000.0,59256.05,0,0.0,4,4,27,0,None,0,Summer,18.5,34.8,Hot,236000.0,47200.0
2025-05-06,S002,P003,,69900.0,74245.62,0,0.0,0,0,26,0,None,0,Summer,18.5,34.8,Hot,0.0,0.0
2025-05-06,S002,P004,C0275,129900.0,130686.76,0,0.0,4,4,23,0,None,0,Summer,18.5,34.8,Hot,519600.0,83136.0
2025-05-06,S002,P005,C0577,24999.0,25274.54,0,0.0,4,4,29,0,None,0,Summer,18.5,34.8,Hot,99996.0,21999.12
2025-05-06,S002,P006,C0668,39999.0,38556.47,0,0.0,1,1,22,0,None,0,Summer,18.5,34.8,Hot,39999.0,7999.8
2025-05-06,S002,P007,C0056,17999.0,19074.55,0,0.0,3,3,23,0,None,0,Summer,18.5,34.8,Hot,53997.0,14039.22
2025-05-06,S002,P008,C0227,24999.0,25833.28,0,0.0,3,3,24,0,None,0,Summer,18.5,34.8,Hot,74997.0,18749.25
2025-05-06,S002,P009,C0355,33999.0,34055.84,0,0.0,1,1,22,0,None,0,Summer,18.5,34.8,Hot,33999.0,7479.78
2025-05-06,S002,P010,C0092,32999.0,32511.23,0,0.0,2,2,40,0,None,0,Summer,18.5,34.8,Hot,65998.0,14519.56
2025-05-06,S002,P011,C0107,1299.0,1251.43,0,0.0,3,3,31,0,None,0,Summer,18.5,34.8,Hot,3897.0,1363.95
2025-05-06,S002,P012,C0259,4490.0,4349.27,0,0.0,2,2,40,0,None,0,Summer,18.5,34.8,Hot,8980.0,2245.0
2025-05-06,S002,P013,C0627,6999.0,6769.69,0,0.0,3,3,20,0,None,0,Summer,18.5,34.8,Hot,20997.0,4829.31
2025-05-06,S002,P014,C0718,7999.0,8256.97,0,0.0,4,4,19,0,None,0,Summer,18.5,34.8,Hot,31996.0,6399.2
2025-05-06,S002,P015,C0143,19900.0,19900.53,0,0.0,1,1,26,0,None,0,Summer,18.5,34.8,Hot,19900.0,3582.0
2025-05-06,S002,P016,C0157,1499.0,1589.41,0,0.0,4,4,17,0,None,0,Summer,18.5,34.8,Hot,5996.0,1918.72
