customer_id,age,income_band,loyalty_tier,city,customer_value_factor
C0578,42,Medium,Silver,Kochi,1.0
C0579,59,Medium,Bronze,Kozhikode,0.9
C0580,22,Low,Silver,Kozhikode,0.85
C0581,22,High,Bronze,Kochi,1.215
C0582,57,High,Gold,Kannur,1.5525
C0583,23,Medium,Bronze,Kochi,0.9
C0584,20,Medium,Bronze,Thrissur,0.9
C0585,36,Low,Bronze,Malappuram,0.765
C0586,61,High,Gold,Thrissur,1.5525
C0587,50,Medium,Bronze,Kozhikode,0.9
C0588,22,Low,Silver,Kozhikode,0.85
C0589,57,Medium,Gold,Thrissur,1.15
C0590,57,Medium,Bronze,Kozhikode,0.9
C0591,55,Medium,Gold,Thrissur,1.15
C0592,60,Medium,Bronze,Kochi,0.9
C0593,29,Medium,Bronze,Kochi,0.9
C0594,64,Low,Silver,Thrissur,0.85
C0595,33,High,Gold,Thrissur,1.5525
C0596,55,Medium,Bronze,Kochi,0.9
C0597,45,Medium,Silver,Kannur,1.0
C0598,54,Low,Bronze,Kochi,0.765
C0599,47,High,Silver,Kannur,1.35
C0600,48,Medium,Silver,Thrissur,1.0
C0601,46,Low,Silver,Kannur,0.85
C0602,54,Medium,Silver,Kannur,1.0
C0603,52,Low,Bronze,Kozhikode,0.765
C0604,24,Low,Silver,Thrissur,0.85
C0605,56,Medium,Silver,Kozhikode,1.0
C0606,43,Medium,Silver,Malappuram,1.0
C0607,33,High,Bronze,Kozhikode,1.215
C0608,42,Medium,Silver,Malappuram,1.0
C0609,63,Medium,Silver,Kannur,1.0
C0610,58,Medium,Bronze,Malappuram,0.9
C0611,57,Medium,Bronze,Kochi,0.9
C0612,39,Medium,Silver,Kozhikode,1.0
C0613,54,Medium,Gold,Thrissur,1.15
C0614,36,High,Bronze,Malappuram,1.215
C0615,50,Medium,Gold,Malappuram,1.15
C0616,48,Low,Silver,Malappuram,0.85
C0617,29,Medium,Gold,Kozhikode,1.15
C0618,30,High,Silver,Malappuram,1.35
C0619,20,Low,Silver,Thrissur,0.85
C0620,24,Medium,Silver,Kannur,1.0
C0621,38,High,Platinum,Thrissur,1.7550000000000001
C0622,40,Medium,Silver,Kannur,1.0
C0623,25,High,Silver,Kannur,1.35
C0624,37,Medium,Silver,Kochi,1.0
C0625,46,Medium,Gold,Kozhikode,1.15
C0626,28,Medium,Bronze,Kozhikode,0.9
C0627,33,High,Silver,Kochi,1.35
C0628,35,Medium,Silver,Kochi,1.0
C0629,41,Medium,Platinum,Thrissur,1.3
C0630,35,Medium,Silver,Kozhikode,1.0
C0631,52,Medium,Silver,Kochi,1.0
C0632,33,Medium,Platinum,Kozhikode,1.3
C0633,38,Medium,Silver,Kozhikode,1.0
C0634,35,High,Bronze,Kochi,1.215
C0635,26,Medium,Bronze,Kochi,0.9
C0636,50,Medium,Bronze,Thrissur,0.9
C0637,29,Medium,Bronze,Kannur,0.9
C0638,31,Medium,Silver,Malappuram,1.0
C0639,55,Medium,Gold,Thrissur,1.15
C0640,62,Low,Gold,Kannur,0.9774999999999999
C0641,49,Low,Bronze,Kannur,0.765
C0642,61,Medium,Silver,Kochi,1.0
C0643,58,Medium,Bronze,Kannur,0.9
C0644,40,Medium,Platinum,Kochi,1.3
C0645,54,Low,Bronze,Kochi,0.765
C0646,33,Medium,Silver,Malappuram,1.0
C0647,39,Low,Bronze,Thrissur,0.765
C0648,43,Medium,Silver,Kochi,1.0
C0649,63,High,Silver,Kozhikode,1.35
C0650,57,Low,Gold,Kozhikode,0.9774999999999999
C0651,40,Medium,Bronze,Kozhikode,0.9
C0652,48,Low,Gold,Kannur,0.9774999999999999
C0653,27,Medium,Silver,Kozhikode,1.0
C0654,55,Low,Gold,Kozhikode,0.9774999999999999
C0655,43,Medium,Gold,Kochi,1.15
C0656,43,Medium,Platinum,Kochi,1.3
C0657,54,High,Bronze,Kochi,1.215
C0658,47,Low,Bronze,Malappuram,0.765
C0659,21,Medium,Bronze,Malappuram,0.9
C0660,31,Medium,Bronze,Malappuram,0.9
C0661,26,High,Silver,Kannur,1.35
C0662,52,Medium,Platinum,Malappuram,1.3
C0663,19,Medium,Platinum,Kochi,1.3
C0664,27,Medium,Silver,Kozhikode,1.0
C0665,46,Medium,Silver,Kozhikode,1.0
C0666,50,High,Gold,Kannur,1.5525
C0667,41,Medium,Platinum,Kozhikode,1.3
C0668,58,Medium,Bronze,Kochi,0.9
C0669,61,Low,Silver,Thrissur,0.85
C0670,24,Medium,Gold,Malappuram,1.15
C0671,62,High,Bronze,Kochi,1.215
C0672,46,Medium,Silver,Thrissur,1.0
C0673,47,Medium,Platinum,Kozhikode,1.3
C0674,22,High,Platinum,Kannur,1.7550000000000001
C0675,47,High,Gold,Kannur,1.5525
C0676,52,Medium,Gold,Kozhikode,1.15
C0677,45,Medium,Bronze,Malappuram,0.9
C0678,21,Medium,Bronze,Malappuram,0.9
C0679,42,Medium,Silver,Thrissur,1.0
C0680,61,Medium,Silver,Kochi,1.0
C0681,52,Low,Silver,Kozhikode,0.85
C0682,24,High,Silver,Kochi,1.35
C0683,63,High,Silver,Thrissur,1.35
C0684,63,High,Gold,Kochi,1.5525
C0685,25,High,Bronze,Malappuram,1.215
C0686,55,Medium,Bronze,Thrissur,0.9
C0687,37,Medium,Bronze,Kannur,0.9
C0688,45,Medium,Bronze,Kozhikode,0.9
C0689,38,Medium,Gold,Kochi,1.15
C0690,54,Medium,Silver,Thrissur,1.0
C0691,64,Low,Bronze,Kochi,0.765
C0692,55,Medium,Gold,Kochi,1.15
C0693,61,Medium,Silver,Kannur,1.0
C0694,62,Medium,Bronze,Kannur,0.9
C0695,22,Medium,Bronze,Thrissur,0.9
C0696,29,Medium,Bronze,Kannur,0.9
C0697,51,Low,Silver,Kochi,0.85
C0698,45,High,Bronze,Kochi,1.215
C0699,20,High,Bronze,Kozhikode,1.215
C0700,22,Low,Bronze,Kochi,0.765
C0701,42,Low,Silver,Kannur,0.85
C0702,46,Medium,Bronze,Kochi,0.9
C0703,25,Medium,Gold,Malappuram,1.15
C0704,26,High,Bronze,Kannur,1.215
C0705,24,Low,Silver,Thrissur,0.85
C0706,44,Medium,Silver,Kozhikode,1.0
C0707,18,Low,Silver,Malappuram,0.85
C0708,44,Medium,Bronze,Malappuram,0.9
C0709,40,High,Gold,Thrissur,1.5525
C0710,39,Low,Gold,Malappuram,0.9774999999999999
C0711,49,Low,Bronze,Kozhikode,0.765
C0712,42,Medium,Bronze,Thrissur,0.9
C0713,52,Medium,Gold,Kannur,1.15
C0714,53,High,Silver,Malappuram,1.35
C0715,61,High,Bronze,Kochi,1.215
C0716,55,Low,Bronze,Malappuram,0.765
C0717,42,Low,Silver,Kannur,0.85
C0718,41,Medium,Gold,Kannur,1.15
C0719,29,Medium,Silver,Malappuram,1.0
C0720,46,High,Platinum,Kochi,1.7550000000000001
C0721,24,Medium,Silver,Malappuram,1.0
C0722,61,Low,Bronze,Kannur,0.765
C0723,57,High,Silver,Kannur,1.35
C0724,23,Low,Bronze,Kochi,0.765
C0725,54,Medium,Bronze,Kozhikode,0.9
C0726,23,Medium,Bronze,Malappuram,0.9
C0727,51,Medium,Bronze,Kochi,0.9
C0728,22,Medium,Gold,Kannur,1.15
C0729,40,Medium,Bronze,Kochi,0.9
C0730,48,High,Silver,Thrissur,1.35
C0731,52,High,Silver,Kannur,1.35
C0732,37,Medium,Silver,Thrissur,1.0
C0733,61,Low,Gold,Thrissur,0.9774999999999999
C0734,54,Medium,Gold,Kozhikode,1.15
C0735,27,High,Gold,Kannur,1.5525
C0736,49,Medium,Bronze,Malappuram,0.9
C0737,52,Medium,Silver,Kochi,1.0
C0738,33,Medium,Silver,Kozhikode,1.0
C0739,52,Low,Bronze,Kozhikode,0.765
C0740,60,Medium,Bronze,Malappuram,0.9
C0741,56,Medium,Bronze,Kozhikode,0.9
C0742,53,Medium,Silver,Malappuram,1.0
C0743,47,High,Silver,Malappuram,1.35
C0744,30,High,Bronze,Kozhikode,1.215
C0745,55,Medium,Gold,Thrissur,1.15
C0746,35,Medium,Platinum,Kozhikode,1.3
C0747,43,Medium,Bronze,Thrissur,0.9
C0748,32,High,Platinum,Kozhikode,1.7550000000000001
C0749,32,Medium,Bronze,Kannur,0.9
C0750,25,High,Platinum,Kozhikode,1.7550000000000001
C0751,63,Low,Platinum,Kochi,1.105
C0752,24,High,Bronze,Kochi,1.215
C0753,22,Low,Gold,Kannur,0.9774999999999999
C0754,61,Low,Platinum,Kannur,1.105
C0755,44,Medium,Gold,Kozhikode,1.15
C0756,38,Low,Platinum,Thrissur,1.105
C0757,52,Low,Silver,Malappuram,0.85
C0758,36,Low,Bronze,Kochi,0.765
C0759,24,Medium,Gold,Malappuram,1.15
C0760,52,Medium,Silver,Thrissur,1.0
C0761,26,Low,Silver,Kannur,0.85
C0762,43,Medium,Silver,Kannur,1.0
C0763,62,High,Silver,Kochi,1.35
C0764,61,Low,Bronze,Kozhikode,0.765
C0765,34,Low,Gold,Malappuram,0.9774999999999999
C0766,54,High,Bronze,Kochi,1.215
C0767,46,High,Gold,Malappuram,1.5525
C0768,40,Medium,Gold,Kochi,1.15
C0769,24,High,Silver,Kochi,1.35
C0770,35,Low,Silver,Kochi,0.85
C0771,48,Medium,Bronze,Kozhikode,0.9
C0772,64,Medium,Platinum,Thrissur,1.3
C0773,18,Medium,Gold,Kochi,1.15
C0774,51,Medium,Bronze,Kannur,0.9
C0775,57,Medium,Bronze,Kozhikode,0.9
C0776,62,Medium,Bronze,Kochi,0.9
C0777,37,Medium,Silver,Kozhikode,1.0
C0778,23,Medium,Platinum,Thrissur,1.3
C0779,30,Low,Gold,Kochi,0.9774999999999999
C0780,57,Low,Bronze,Kochi,0.765
C0781,59,Medium,Gold,Kannur,1.15
C0782,47,Low,Bronze,Malappuram,0.765
C0783,23,Low,Gold,Kozhikode,0.9774999999999999
C0784,23,Low,Bronze,Thrissur,0.765
C0785,40,Low,Silver,Kannur,0.85
C0786,45,High,Platinum,Kozhikode,1.7550000000000001
C0787,19,Medium,Bronze,Malappuram,0.9
C0788,50,High,Silver,Kochi,1.35
C0789,43,Low,Platinum,Kozhikode,1.105
C0790,18,Medium,Bronze,Malappuram,0.9
C0791,22,Medium,Bronze,Kochi,0.9
C0792,39,Medium,Silver,Kannur,1.0
C0793,51,High,Bronze,Kannur,1.215
C0794,56,High,Bronze,Kozhikode,1.215
C0795,38,High,Silver,Kozhikode,1.35
C0796,31,Low,Gold,Kochi,0.9774999999999999
C0797,63,Low,Bronze,Malappuram,0.765
C0798,39,Medium,Bronze,Kochi,0.9
C0799,32,Medium,Gold,Kozhikode,1.15
C0800,38,Medium,Silver,Malappuram,1.0
