date,year,month,day,dayofweek,weekend,week_of_year,season,festival,festival_flag,festival_lift,rainfall_mm,temperature_c,weather
2025-11-02,2025,11,2,6,1,44,Festive,None,0,0.0,9.8,27.9,Normal
2025-11-03,2025,11,3,0,0,45,Festive,None,0,0.0,28.7,26.5,Normal
2025-11-04,2025,11,4,1,0,45,Festive,None,0,0.0,25.3,24.8,Normal
2025-11-05,2025,11,5,2,0,45,Festive,None,0,0.0,41.9,26.6,Normal
2025-11-06,2025,11,6,3,0,45,Festive,None,0,0.0,49.4,27.9,Normal
2025-11-07,2025,11,7,4,0,45,Festive,None,0,0.0,37.3,27.9,Normal
2025-11-08,2025,11,8,5,1,45,Festive,None,0,0.0,24.6,26.8,Normal
2025-11-09,2025,11,9,6,1,45,Festive,None,0,0.0,26.4,28.6,Normal
2025-11-10,2025,11,10,0,0,46,Festive,None,0,0.0,15.6,27.7,Normal
2025-11-11,2025,11,11,1,0,46,Festive,None,0,0.0,17.7,32.6,Hot
2025-11-12,2025,11,12,2,0,46,Festive,None,0,0.0,23.9,31.1,Normal
2025-11-13,2025,11,13,3,0,46,Festive,None,0,0.0,22.7,28.5,Normal
2025-11-14,2025,11,14,4,0,46,Festive,None,0,0.0,9.1,27.1,Normal
2025-11-15,2025,11,15,5,1,46,Festive,None,0,0.0,27.5,31.2,Normal
2025-11-16,2025,11,16,6,1,46,Festive,None,0,0.0,27.7,30.8,Normal
2025-11-17,2025,11,17,0,0,47,Festive,None,0,0.0,32.7,31.3,Normal
2025-11-18,2025,11,18,1,0,47,Festive,None,0,0.0,24.3,32.8,Hot
2025-11-19,2025,11,19,2,0,47,Festive,None,0,0.0,19.2,26.5,Normal
2025-11-20,2025,11,20,3,0,47,Festive,None,0,0.0,10.5,32.7,Hot
2025-11-21,2025,11,21,4,0,47,Festive,None,0,0.0,34.8,27.3,Normal
2025-11-22,2025,11,22,5,1,47,Festive,None,0,0.0,40.0,29.4,Normal
2025-11-23,2025,11,23,6,1,47,Festive,None,0,0.0,48.6,24.9,Normal
2025-11-24,2025,11,24,0,0,48,Festive,None,0,0.0,21.8,27.1,Normal
2025-11-25,2025,11,25,1,0,48,Festive,None,0,0.0,1.3,30.1,Normal
2025-11-26,2025,11,26,2,0,48,Festive,None,0,0.0,21.8,29.5,Normal
2025-11-27,2025,11,27,3,0,48,Festive,None,0,0.0,53.3,27.3,Normal
2025-11-28,2025,11,28,4,0,48,Festive,None,0,0.0,19.9,28.2,Normal
2025-11-29,2025,11,29,5,1,48,Festive,None,0,0.0,36.8,26.9,Normal
2025-11-30,2025,11,30,6,1,48,Festive,None,0,0.0,17.4,30.1,Normal
2025-12-01,2025,12,1,0,0,49,Festive,None,0,0.0,29.5,23.9,Normal
2025-12-02,2025,12,2,1,0,49,Festive,None,0,0.0,10.3,31.0,Normal
2025-12-03,2025,12,3,2,0,49,Festive,None,0,0.0,29.8,26.5,Normal
2025-12-04,2025,12,4,3,0,49,Festive,None,0,0.0,23.0,28.0,Normal
2025-12-05,2025,12,5,4,0,49,Festive,None,0,0.0,33.8,25.3,Normal
2025-12-06,2025,12,6,5,1,49,Festive,None,0,0.0,14.9,28.5,Normal
2025-12-07,2025,12,7,6,1,49,Festive,None,0,0.0,23.8,29.1,Normal
2025-12-08,2025,12,8,0,0,50,Festive,None,0,0.0,10.2,28.7,Normal
2025-12-09,2025,12,9,1,0,50,Festive,None,0,0.0,38.1,29.0,Normal
2025-12-10,2025,12,10,2,0,50,Festive,None,0,0.0,26.7,27.8,Normal
2025-12-11,2025,12,11,3,0,50,Festive,None,0,0.0,15.0,27.9,Normal
2025-12-12,2025,12,12,4,0,50,Festive,None,0,0.0,40.1,27.8,Normal
2025-12-13,2025,12,13,5,1,50,Festive,None,0,0.0,14.3,27.0,Normal
2025-12-14,2025,12,14,6,1,50,Festive,None,0,0.0,27.4,27.3,Normal
2025-12-15,2025,12,15,0,0,51,Festive,None,0,0.0,30.8,29.0,Normal
2025-12-16,2025,12,16,1,0,51,Festive,None,0,0.0,35.7,30.8,Normal
2025-12-17,2025,12,17,2,0,51,Festive,None,0,0.0,37.0,26.1,Normal
2025-12-18,2025,12,18,3,0,51,Festive,None,0,0.0,14.2,27.8,Normal
2025-12-19,2025,12,19,4,0,51,Festive,None,0,0.0,19.6,25.7,Normal
2025-12-20,2025,12,20,5,1,51,Festive,Christmas,1,0.5,19.7,27.1,Normal
2025-12-21,2025,12,21,6,1,51,Festive,Christmas,1,0.5,16.9,27.4,Normal
2025-12-22,2025,12,22,0,0,52,Festive,Christmas,1,0.5,39.1,28.4,Normal
2025-12-23,2025,12,23,1,0,52,Festive,Christmas,1,0.5,54.7,28.3,Normal
2025-12-24,2025,12,24,2,0,52,Festive,Christmas,1,0.5,21.5,28.0,Normal
2025-12-25,2025,12,25,3,0,52,Festive,Christmas,1,0.5,28.1,28.9,Normal
2025-12-26,2025,12,26,4,0,52,Festive,Christmas,1,0.5,49.9,26.3,Normal
2025-12-27,2025,12,27,5,1,52,Festive,Christmas,1,0.5,35.3,28.4,Normal
2025-12-28,2025,12,28,6,1,52,Festive,None,0,0.0,6.1,29.5,Normal
2025-12-29,2025,12,29,0,0,1,Festive,None,0,0.0,40.2,26.3,Normal
2025-12-30,2025,12,30,1,0,1,Festive,None,0,0.0,24.9,24.5,Normal
2025-12-31,2025,12,31,2,0,1,Festive,None,0,0.0,9.9,30.1,Normal
2026-01-01,2026,1,1,3,0,1,Winter,None,0,0.0,19.4,25.8,Normal
2026-01-02,2026,1,2,4,0,1,Winter,None,0,0.0,27.8,27.0,Normal
2026-01-03,2026,1,3,5,1,1,Winter,None,0,0.0,19.4,29.5,Normal
2026-01-04,2026,1,4,6,1,1,Winter,None,0,0.0,11.1,26.2,Normal
2026-01-05,2026,1,5,0,0,2,Winter,None,0,0.0,26.8,29.9,Normal
2026-01-06,2026,1,6,1,0,2,Winter,None,0,0.0,39.9,26.7,Normal
2026-01-07,2026,1,7,2,0,2,Winter,None,0,0.0,36.2,26.4,Normal
2026-01-08,2026,1,8,3,0,2,Winter,None,0,0.0,46.9,25.7,Normal
2026-01-09,2026,1,9,4,0,2,Winter,None,0,0.0,40.9,26.7,Normal
2026-01-10,2026,1,10,5,1,2,Winter,None,0,0.0,49.2,29.2,Normal
2026-01-11,2026,1,11,6,1,2,Winter,None,0,0.0,12.8,27.0,Normal
2026-01-12,2026,1,12,0,0,3,Winter,None,0,0.0,34.4,30.1,Normal
2026-01-13,2026,1,13,1,0,3,Winter,None,0,0.0,24.2,28.1,Normal
2026-01-14,2026,1,14,2,0,3,Winter,None,0,0.0,34.1,28.3,Normal
2026-01-15,2026,1,15,3,0,3,Winter,None,0,0.0,9.5,26.4,Normal
2026-01-16,2026,1,16,4,0,3,Winter,None,0,0.0,27.8,30.4,Normal
2026-01-17,2026,1,17,5,1,3,Winter,None,0,0.0,44.4,29.6,Normal
2026-01-18,2026,1,18,6,1,3,Winter,None,0,0.0,28.4,29.5,Normal
2026-01-19,2026,1,19,0,0,4,Winter,None,0,0.0,17.0,27.7,Normal
2026-01-20,2026,1,20,1,0,4,Winter,None,0,0.0,15.1,25.5,Normal
2026-01-21,2026,1,21,2,0,4,Winter,None,0,0.0,29.0,28.4,Normal
2026-01-22,2026,1,22,3,0,4,Winter,None,0,0.0,33.3,29.1,Normal
2026-01-23,2026,1,23,4,0,4,Winter,None,0,0.0,27.9,29.1,Normal
2026-01-24,2026,1,24,5,1,4,Winter,None,0,0.0,24.5,28.8,Normal
2026-01-25,2026,1,25,6,1,4,Winter,None,0,0.0,16.3,28.7,Normal
2026-01-26,2026,1,26,0,0,5,Winter,None,0,0.0,33.0,26.7,Normal
2026-01-27,2026,1,27,1,0,5,Winter,None,0,0.0,25.6,26.8,Normal
2026-01-28,2026,1,28,2,0,5,Winter,None,0,0.0,18.7,25.8,Normal
2026-01-29,2026,1,29,3,0,5,Winter,None,0,0.0,40.2,30.1,Normal
2026-01-30,2026,1,30,4,0,5,Winter,None,0,0.0,31.4,31.9,Normal
2026-01-31,2026,1,31,5,1,5,Winter,None,0,0.0,22.7,34.1,Hot
2026-02-01,2026,2,1,6,1,5,Winter,None,0,0.0,22.3,28.5,Normal
2026-02-02,2026,2,2,0,0,6,Winter,None,0,0.0,20.2,28.7,Normal
2026-02-03,2026,2,3,1,0,6,Winter,None,0,0.0,35.0,27.8,Normal
2026-02-04,2026,2,4,2,0,6,Winter,None,0,0.0,46.3,28.5,Normal
2026-02-05,2026,2,5,3,0,6,Winter,None,0,0.0,28.2,26.2,Normal
2026-02-06,2026,2,6,4,0,6,Winter,None,0,0.0,30.0,27.7,Normal
2026-02-07,2026,2,7,5,1,6,Winter,None,0,0.0,17.7,26.4,Normal
2026-02-08,2026,2,8,6,1,6,Winter,None,0,0.0,57.1,27.5,Rain
2026-02-09,2026,2,9,0,0,7,Winter,None,0,0.0,7.5,26.6,Normal
2026-02-10,2026,2,10,1,0,7,Winter,None,0,0.0,24.4,29.1,Normal
2026-02-11,2026,2,11,2,0,7,Winter,None,0,0.0,31.7,29.4,Normal
2026-02-12,2026,2,12,3,0,7,Winter,None,0,0.0,17.3,28.7,Normal
2026-02-13,2026,2,13,4,0,7,Winter,None,0,0.0,14.5,26.8,Normal
2026-02-14,2026,2,14,5,1,7,Winter,None,0,0.0,14.0,25.6,Normal
2026-02-15,2026,2,15,6,1,7,Winter,None,0,0.0,37.8,29.4,Normal
2026-02-16,2026,2,16,0,0,8,Winter,None,0,0.0,36.7,28.1,Normal
2026-02-17,2026,2,17,1,0,8,Winter,None,0,0.0,34.3,24.5,Normal
2026-02-18,2026,2,18,2,0,8,Winter,None,0,0.0,35.4,28.4,Normal
2026-02-19,2026,2,19,3,0,8,Winter,None,0,0.0,32.5,28.8,Normal
2026-02-20,2026,2,20,4,0,8,Winter,None,0,0.0,13.2,25.0,Normal
2026-02-21,2026,2,21,5,1,8,Winter,None,0,0.0,16.5,29.1,Normal
2026-02-22,2026,2,22,6,1,8,Winter,None,0,0.0,33.3,25.3,Normal
2026-02-23,2026,2,23,0,0,9,Winter,None,0,0.0,13.2,26.6,Normal
2026-02-24,2026,2,24,1,0,9,Winter,None,0,0.0,20.7,25.3,Normal
2026-02-25,2026,2,25,2,0,9,Winter,None,0,0.0,7.9,26.4,Normal
2026-02-26,2026,2,26,3,0,9,Winter,None,0,0.0,26.0,25.6,Normal
2026-02-27,2026,2,27,4,0,9,Winter,None,0,0.0,23.6,30.1,Normal
2026-02-28,2026,2,28,5,1,9,Winter,None,0,0.0,9.4,27.6,Normal
2026-03-01,2026,3,1,6,1,9,Summer,None,0,0.0,37.3,31.2,Normal
2026-03-02,2026,3,2,0,0,10,Summer,None,0,0.0,18.1,34.3,Hot
2026-03-03,2026,3,3,1,0,10,Summer,None,0,0.0,21.3,34.2,Hot
2026-03-04,2026,3,4,2,0,10,Summer,None,0,0.0,30.1,31.3,Normal
2026-03-05,2026,3,5,3,0,10,Summer,None,0,0.0,30.8,32.6,Hot
2026-03-06,2026,3,6,4,0,10,Summer,None,0,0.0,37.3,30.9,Normal
2026-03-07,2026,3,7,5,1,10,Summer,None,0,0.0,25.5,31.9,Normal
2026-03-08,2026,3,8,6,1,10,Summer,None,0,0.0,33.4,29.9,Normal
2026-03-09,2026,3,9,0,0,11,Summer,None,0,0.0,37.2,32.9,Hot
2026-03-10,2026,3,10,1,0,11,Summer,None,0,0.0,9.2,34.4,Hot
2026-03-11,2026,3,11,2,0,11,Summer,None,0,0.0,51.8,34.0,Hot
2026-03-12,2026,3,12,3,0,11,Summer,None,0,0.0,42.1,32.2,Hot
2026-03-13,2026,3,13,4,0,11,Summer,None,0,0.0,5.1,28.3,Normal
2026-03-14,2026,3,14,5,1,11,Summer,None,0,0.0,28.1,30.8,Normal
2026-03-15,2026,3,15,6,1,11,Summer,None,0,0.0,14.0,31.9,Normal
2026-03-16,2026,3,16,0,0,12,Summer,None,0,0.0,32.4,29.1,Normal
2026-03-17,2026,3,17,1,0,12,Summer,None,0,0.0,19.6,35.0,Hot
2026-03-18,2026,3,18,2,0,12,Summer,None,0,0.0,12.1,33.7,Hot
2026-03-19,2026,3,19,3,0,12,Summer,None,0,0.0,19.2,33.1,Hot
2026-03-20,2026,3,20,4,0,12,Summer,None,0,0.0,38.2,33.5,Hot
2026-03-21,2026,3,21,5,1,12,Summer,None,0,0.0,35.9,29.7,Normal
2026-03-22,2026,3,22,6,1,12,Summer,None,0,0.0,38.4,30.3,Normal
2026-03-23,2026,3,23,0,0,13,Summer,None,0,0.0,28.1,32.5,Hot
2026-03-24,2026,3,24,1,0,13,Summer,None,0,0.0,30.8,32.7,Hot
2026-03-25,2026,3,25,2,0,13,Summer,None,0,0.0,14.9,29.3,Normal
2026-03-26,2026,3,26,3,0,13,Summer,None,0,0.0,35.5,32.4,Hot
2026-03-27,2026,3,27,4,0,13,Summer,None,0,0.0,38.8,31.9,Normal
2026-03-28,2026,3,28,5,1,13,Summer,None,0,0.0,8.1,33.9,Hot
2026-03-29,2026,3,29,6,1,13,Summer,None,0,0.0,20.6,32.7,Hot
2026-03-30,2026,3,30,0,0,14,Summer,None,0,0.0,17.2,35.3,Hot
2026-03-31,2026,3,31,1,0,14,Summer,None,0,0.0,14.5,31.3,Normal
2026-04-01,2026,4,1,2,0,14,Summer,None,0,0.0,26.3,29.8,Normal
2026-04-02,2026,4,2,3,0,14,Summer,None,0,0.0,29.0,35.2,Hot
2026-04-03,2026,4,3,4,0,14,Summer,None,0,0.0,19.1,32.8,Hot
2026-04-04,2026,4,4,5,1,14,Summer,None,0,0.0,0.0,31.9,Normal
2026-04-05,2026,4,5,6,1,14,Summer,None,0,0.0,21.2,30.4,Normal
2026-04-06,2026,4,6,0,0,15,Summer,None,0,0.0,38.0,31.3,Normal
2026-04-07,2026,4,7,1,0,15,Summer,None,0,0.0,22.9,31.2,Normal
2026-04-08,2026,4,8,2,0,15,Summer,None,0,0.0,2.0,29.7,Normal
2026-04-09,2026,4,9,3,0,15,Summer,None,0,0.0,36.5,27.8,Normal
2026-04-10,2026,4,10,4,0,15,Summer,None,0,0.0,15.8,31.2,Normal
2026-04-11,2026,4,11,5,1,15,Summer,None,0,0.0,45.9,33.5,Hot
2026-04-12,2026,4,12,6,1,15,Summer,Vishu,1,0.35,18.3,34.6,Hot
2026-04-13,2026,4,13,0,0,16,Summer,Vishu,1,0.35,16.1,34.0,Hot
2026-04-14,2026,4,14,1,0,16,Summer,Vishu,1,0.35,8.7,34.1,Hot
2026-04-15,2026,4,15,2,0,16,Summer,Vishu,1,0.35,20.1,29.9,Normal
2026-04-16,2026,4,16,3,0,16,Summer,Vishu,1,0.35,22.4,32.6,Hot
2026-04-17,2026,4,17,4,0,16,Summer,None,0,0.0,19.1,33.1,Hot
2026-04-18,2026,4,18,5,1,16,Summer,None,0,0.0,18.0,33.2,Hot
2026-04-19,2026,4,19,6,1,16,Summer,None,0,0.0,30.3,31.9,Normal
2026-04-20,2026,4,20,0,0,17,Summer,None,0,0.0,19.7,32.3,Hot
2026-04-21,2026,4,21,1,0,17,Summer,None,0,0.0,31.6,36.1,Hot
2026-04-22,2026,4,22,2,0,17,Summer,None,0,0.0,36.3,34.0,Hot
2026-04-23,2026,4,23,3,0,17,Summer,None,0,0.0,62.1,33.0,Rain
2026-04-24,2026,4,24,4,0,17,Summer,None,0,0.0,30.8,33.4,Hot
2026-04-25,2026,4,25,5,1,17,Summer,None,0,0.0,12.9,31.1,Normal
2026-04-26,2026,4,26,6,1,17,Summer,None,0,0.0,18.9,33.3,Hot
2026-04-27,2026,4,27,0,0,18,Summer,None,0,0.0,22.9,32.3,Hot
2026-04-28,2026,4,28,1,0,18,Summer,None,0,0.0,38.0,33.7,Hot
2026-04-29,2026,4,29,2,0,18,Summer,None,0,0.0,23.1,30.7,Normal
2026-04-30,2026,4,30,3,0,18,Summer,None,0,0.0,38.6,33.5,Hot
2026-05-01,2026,5,1,4,0,18,Summer,None,0,0.0,5.7,31.4,Normal
2026-05-02,2026,5,2,5,1,18,Summer,None,0,0.0,27.0,33.6,Hot
2026-05-03,2026,5,3,6,1,18,Summer,None,0,0.0,35.9,32.6,Hot
2026-05-04,2026,5,4,0,0,19,Summer,None,0,0.0,32.0,32.1,Hot
2026-05-05,2026,5,5,1,0,19,Summer,None,0,0.0,16.9,31.5,Normal
2026-05-06,2026,5,6,2,0,19,Summer,None,0,0.0,25.2,31.9,Normal
2026-05-07,2026,5,7,3,0,19,Summer,None,0,0.0,2.4,31.2,Normal
2026-05-08,2026,5,8,4,0,19,Summer,None,0,0.0,25.7,31.4,Normal
2026-05-09,2026,5,9,5,1,19,Summer,None,0,0.0,22.0,33.0,Hot
2026-05-10,2026,5,10,6,1,19,Summer,None,0,0.0,12.1,28.7,Normal
2026-05-11,2026,5,11,0,0,20,Summer,None,0,0.0,20.8,33.5,Hot
2026-05-12,2026,5,12,1,0,20,Summer,None,0,0.0,45.3,33.6,Hot
2026-05-13,2026,5,13,2,0,20,Summer,None,0,0.0,7.4,31.5,Normal
2026-05-14,2026,5,14,3,0,20,Summer,None,0,0.0,28.1,32.4,Hot
2026-05-15,2026,5,15,4,0,20,Summer,None,0,0.0,31.5,30.2,Normal
2026-05-16,2026,5,16,5,1,20,Summer,None,0,0.0,25.8,32.8,Hot
2026-05-17,2026,5,17,6,1,20,Summer,None,0,0.0,34.9,30.4,Normal
2026-05-18,2026,5,18,0,0,21,Summer,None,0,0.0,20.9,26.6,Normal
2026-05-19,2026,5,19,1,0,21,Summer,None,0,0.0,17.5,31.0,Normal
2026-05-20,2026,5,20,2,0,21,Summer,None,0,0.0,12.8,32.3,Hot
2026-05-21,2026,5,21,3,0,21,Summer,None,0,0.0,24.3,27.5,Normal
2026-05-22,2026,5,22,4,0,21,Summer,None,0,0.0,27.6,30.1,Normal
2026-05-23,2026,5,23,5,1,21,Summer,None,0,0.0,30.8,29.4,Normal
2026-05-24,2026,5,24,6,1,21,Summer,None,0,0.0,25.4,31.4,Normal
2026-05-25,2026,5,25,0,0,22,Summer,None,0,0.0,28.6,32.2,Hot
2026-05-26,2026,5,26,1,0,22,Summer,None,0,0.0,21.9,28.9,Normal
2026-05-27,2026,5,27,2,0,22,Summer,None,0,0.0,7.3,30.8,Normal
2026-05-28,2026,5,28,3,0,22,Summer,None,0,0.0,24.9,30.8,Normal
2026-05-29,2026,5,29,4,0,22,Summer,None,0,0.0,32.5,31.4,Normal
2026-05-30,2026,5,30,5,1,22,Summer,None,0,0.0,13.4,31.4,Normal
2026-05-31,2026,5,31,6,1,22,Summer,None,0,0.0,27.7,32.6,Hot
2026-06-01,2026,6,1,0,0,23,Monsoon,None,0,0.0,122.0,26.7,Heavy Rain
2026-06-02,2026,6,2,1,0,23,Monsoon,None,0,0.0,73.2,28.9,Rain
2026-06-03,2026,6,3,2,0,23,Monsoon,None,0,0.0,74.4,27.0,Rain
2026-06-04,2026,6,4,3,0,23,Monsoon,None,0,0.0,36.3,27.0,Normal
2026-06-05,2026,6,5,4,0,23,Monsoon,None,0,0.0,48.2,24.5,Normal
2026-06-06,2026,6,6,5,1,23,Monsoon,None,0,0.0,55.1,25.9,Rain
2026-06-07,2026,6,7,6,1,23,Monsoon,None,0,0.0,89.6,29.2,Rain
2026-06-08,2026,6,8,0,0,24,Monsoon,None,0,0.0,52.4,27.5,Normal
2026-06-09,2026,6,9,1,0,24,Monsoon,None,0,0.0,28.5,27.0,Normal
2026-06-10,2026,6,10,2,0,24,Monsoon,None,0,0.0,85.0,29.6,Rain
2026-06-11,2026,6,11,3,0,24,Monsoon,None,0,0.0,57.2,30.1,Rain
2026-06-12,2026,6,12,4,0,24,Monsoon,None,0,0.0,37.1,25.5,Normal
2026-06-13,2026,6,13,5,1,24,Monsoon,None,0,0.0,92.7,31.3,Heavy Rain
2026-06-14,2026,6,14,6,1,24,Monsoon,None,0,0.0,87.3,27.9,Rain
2026-06-15,2026,6,15,0,0,25,Monsoon,None,0,0.0,20.1,24.0,Normal
2026-06-16,2026,6,16,1,0,25,Monsoon,None,0,0.0,78.2,27.3,Rain
2026-06-17,2026,6,17,2,0,25,Monsoon,None,0,0.0,47.4,28.1,Normal
2026-06-18,2026,6,18,3,0,25,Monsoon,None,0,0.0,77.9,29.9,Rain
2026-06-19,2026,6,19,4,0,25,Monsoon,None,0,0.0,78.4,30.5,Rain
2026-06-20,2026,6,20,5,1,25,Monsoon,None,0,0.0,75.2,27.8,Rain
2026-06-21,2026,6,21,6,1,25,Monsoon,None,0,0.0,101.6,26.0,Heavy Rain
2026-06-22,2026,6,22,0,0,26,Monsoon,None,0,0.0,145.4,28.8,Heavy Rain
2026-06-23,2026,6,23,1,0,26,Monsoon,None,0,0.0,84.5,29.1,Rain
2026-06-24,2026,6,24,2,0,26,Monsoon,None,0,0.0,121.9,29.6,Heavy Rain
2026-06-25,2026,6,25,3,0,26,Monsoon,None,0,0.0,34.9,30.8,Normal
2026-06-26,2026,6,26,4,0,26,Monsoon,None,0,0.0,66.5,28.2,Rain
2026-06-27,2026,6,27,5,1,26,Monsoon,None,0,0.0,43.0,29.1,Normal
2026-06-28,2026,6,28,6,1,26,Monsoon,None,0,0.0,58.7,28.2,Rain
2026-06-29,2026,6,29,0,0,27,Monsoon,None,0,0.0,67.9,31.9,Rain
2026-06-30,2026,6,30,1,0,27,Monsoon,None,0,0.0,124.6,28.1,Heavy Rain
2026-07-01,2026,7,1,2,0,27,Monsoon,None,0,0.0,76.6,27.3,Rain
2026-07-02,2026,7,2,3,0,27,Monsoon,None,0,0.0,102.7,27.3,Heavy Rain
2026-07-03,2026,7,3,4,0,27,Monsoon,None,0,0.0,64.5,30.0,Rain
2026-07-04,2026,7,4,5,1,27,Monsoon,None,0,0.0,61.5,27.9,Rain
2026-07-05,2026,7,5,6,1,27,Monsoon,None,0,0.0,35.5,29.4,Normal
2026-07-06,2026,7,6,0,0,28,Monsoon,None,0,0.0,123.5,29.4,Heavy Rain
2026-07-07,2026,7,7,1,0,28,Monsoon,None,0,0.0,111.5,26.3,Heavy Rain
2026-07-08,2026,7,8,2,0,28,Monsoon,None,0,0.0,80.9,26.1,Rain
2026-07-09,2026,7,9,3,0,28,Monsoon,None,0,0.0,69.3,29.5,Rain
2026-07-10,2026,7,10,4,0,28,Monsoon,None,0,0.0,77.5,25.2,Rain
2026-07-11,2026,7,11,5,1,28,Monsoon,None,0,0.0,42.1,25.2,Normal
2026-07-12,2026,7,12,6,1,28,Monsoon,None,0,0.0,87.3,32.1,Rain
2026-07-13,2026,7,13,0,0,29,Monsoon,None,0,0.0,109.1,24.2,Heavy Rain
2026-07-14,2026,7,14,1,0,29,Monsoon,None,0,0.0,110.5,29.9,Heavy Rain
2026-07-15,2026,7,15,2,0,29,Monsoon,None,0,0.0,36.4,27.4,Normal
2026-07-16,2026,7,16,3,0,29,Monsoon,None,0,0.0,102.4,29.1,Heavy Rain
2026-07-17,2026,7,17,4,0,29,Monsoon,None,0,0.0,42.3,29.2,Normal
2026-07-18,2026,7,18,5,1,29,Monsoon,None,0,0.0,21.6,27.6,Normal
2026-07-19,2026,7,19,6,1,29,Monsoon,None,0,0.0,103.4,28.0,Heavy Rain
2026-07-20,2026,7,20,0,0,30,Monsoon,None,0,0.0,62.5,29.8,Rain
2026-07-21,2026,7,21,1,0,30,Monsoon,None,0,0.0,99.4,30.6,Heavy Rain
2026-07-22,2026,7,22,2,0,30,Monsoon,None,0,0.0,96.9,30.2,Heavy Rain
2026-07-23,2026,7,23,3,0,30,Monsoon,None,0,0.0,93.3,28.5,Heavy Rain
2026-07-24,2026,7,24,4,0,30,Monsoon,None,0,0.0,77.2,27.5,Rain
2026-07-25,2026,7,25,5,1,30,Monsoon,None,0,0.0,44.7,26.1,Normal
2026-07-26,2026,7,26,6,1,30,Monsoon,None,0,0.0,67.9,28.5,Rain
2026-07-27,2026,7,27,0,0,31,Monsoon,None,0,0.0,111.0,27.9,Heavy Rain
2026-07-28,2026,7,28,1,0,31,Monsoon,None,0,0.0,100.1,30.2,Heavy Rain
2026-07-29,2026,7,29,2,0,31,Monsoon,None,0,0.0,69.2,29.2,Rain
2026-07-30,2026,7,30,3,0,31,Monsoon,None,0,0.0,68.9,30.6,Rain
2026-07-31,2026,7,31,4,0,31,Monsoon,None,0,0.0,90.9,25.6,Heavy Rain
2026-08-01,2026,8,1,5,1,31,Monsoon,None,0,0.0,79.0,31.3,Rain
2026-08-02,2026,8,2,6,1,31,Monsoon,None,0,0.0,70.5,28.9,Rain
2026-08-03,2026,8,3,0,0,32,Monsoon,None,0,0.0,88.6,25.9,Rain
2026-08-04,2026,8,4,1,0,32,Monsoon,None,0,0.0,87.8,25.2,Rain
2026-08-05,2026,8,5,2,0,32,Monsoon,None,0,0.0,59.4,30.2,Rain
2026-08-06,2026,8,6,3,0,32,Monsoon,None,0,0.0,83.9,27.4,Rain
2026-08-07,2026,8,7,4,0,32,Monsoon,None,0,0.0,86.2,27.9,Rain
2026-08-08,2026,8,8,5,1,32,Monsoon,None,0,0.0,75.3,29.3,Rain
2026-08-09,2026,8,9,6,1,32,Monsoon,None,0,0.0,56.8,28.1,Rain
2026-08-10,2026,8,10,0,0,33,Monsoon,None,0,0.0,67.2,24.8,Rain
2026-08-11,2026,8,11,1,0,33,Monsoon,None,0,0.0,52.0,31.1,Normal
2026-08-12,2026,8,12,2,0,33,Monsoon,None,0,0.0,84.6,25.4,Rain
2026-08-13,2026,8,13,3,0,33,Monsoon,None,0,0.0,36.5,27.8,Normal
2026-08-14,2026,8,14,4,0,33,Monsoon,None,0,0.0,114.0,27.6,Heavy Rain
2026-08-15,2026,8,15,5,1,33,Monsoon,None,0,0.0,107.7,28.7,Heavy Rain
2026-08-16,2026,8,16,6,1,33,Monsoon,None,0,0.0,86.8,25.3,Rain
2026-08-17,2026,8,17,0,0,34,Monsoon,None,0,0.0,98.4,27.3,Heavy Rain
2026-08-18,2026,8,18,1,0,34,Monsoon,None,0,0.0,96.6,26.4,Heavy Rain
2026-08-19,2026,8,19,2,0,34,Monsoon,None,0,0.0,79.4,28.7,Rain
2026-08-20,2026,8,20,3,0,34,Monsoon,Onam,1,0.7,71.1,28.8,Rain
2026-08-21,2026,8,21,4,0,34,Monsoon,Onam,1,0.7,68.3,26.7,Rain
2026-08-22,2026,8,22,5,1,34,Monsoon,Onam,1,0.7,115.1,30.1,Heavy Rain
2026-08-23,2026,8,23,6,1,34,Monsoon,Onam,1,0.7,56.0,29.1,Rain
2026-08-24,2026,8,24,0,0,35,Monsoon,Onam,1,0.7,56.4,25.6,Rain
2026-08-25,2026,8,25,1,0,35,Monsoon,Onam,1,0.7,100.8,24.6,Heavy Rain
2026-08-26,2026,8,26,2,0,35,Monsoon,Onam,1,0.7,98.2,27.5,Heavy Rain
2026-08-27,2026,8,27,3,0,35,Monsoon,Onam,1,0.7,69.7,28.8,Rain
2026-08-28,2026,8,28,4,0,35,Monsoon,Onam,1,0.7,89.5,26.3,Rain
2026-08-29,2026,8,29,5,1,35,Monsoon,Onam,1,0.7,92.9,28.2,Heavy Rain
2026-08-30,2026,8,30,6,1,35,Monsoon,Onam,1,0.7,43.6,27.7,Normal
2026-08-31,2026,8,31,0,0,36,Monsoon,None,0,0.0,109.5,31.4,Heavy Rain
2026-09-01,2026,9,1,1,0,36,Monsoon,None,0,0.0,92.9,25.6,Heavy Rain
2026-09-02,2026,9,2,2,0,36,Monsoon,None,0,0.0,87.3,29.7,Rain
2026-09-03,2026,9,3,3,0,36,Monsoon,None,0,0.0,93.1,29.6,Heavy Rain
2026-09-04,2026,9,4,4,0,36,Monsoon,None,0,0.0,84.1,27.9,Rain
2026-09-05,2026,9,5,5,1,36,Monsoon,None,0,0.0,59.8,24.2,Rain
